# ===== Simulation Performance =====
# wall_clock_time,60.892041
# physics_time,10.010000
# real_time_factor,0.164389
# ==================================

time,sim_time,x_log,xd_log,task_error,u0,u1,u2
0.0,0.01,"[1.7645352600151104e-06, 2.486319227125697e-16, 0.019619730003240746]","[0.42721034696687243, 0.0, 0.30849191342864335]",0.5157075830935466,-5.71515185845988e-10,-5.71515185845988e-10,-5.71515185845988e-10
0.05,0.060000000000000005,"[0.0666092258918748, 0.0003055701517408313, 0.026711665609784045]","[0.42538443289453937, 0.0, 0.31013610960023175]",0.4572189387855854,-14.481427812820693,-15.342658389829527,-15.433994889241541
0.09999999999999999,0.10999999999999999,"[0.16372840539152828, 0.0005443503833829344, 0.06330638146184524]","[0.4233796163486163, 0.0, 0.3115960526397527]",0.35925869298105445,-25.583081175903185,-25.881000205216168,-25.8937359632125
0.15,0.16,"[0.23998343704111477, 0.0005566989042845089, 0.11910806533903323]","[0.42119898861090516, 0.0, 0.312869491420858]",0.26529771254512513,-19.978170157169046,-20.007548052123692,-20.01074836601716
0.20000000000000004,0.21000000000000005,"[0.2919818704937252, 0.000539423206602545, 0.17843328523559424]","[0.41884591205132227, 0.0, 0.31395446239324776]",0.18563611037704827,-12.533381848250302,-12.52021478198367,-12.521741907378363
0.25000000000000006,0.26000000000000006,"[0.3227971200188047, 0.0005214792908451343, 0.22803682987699458]","[0.4163240149433682, 0.0, 0.314849292610323]",0.12760860355284304,-8.201230650762536,-8.256533714417362,-8.257163489697183
0.3000000000000001,0.3100000000000001,"[0.3393458217723002, 0.0005089446094966966, 0.2624665457377463]","[0.41363718586959264, 0.0, 0.3155526023087475]",0.09131043317338684,-6.153491215612434,-6.306281563947239,-6.3063076491815915
0.35000000000000014,0.36000000000000015,"[0.347776103386497, 0.0005014378476908952, 0.2833633419535494]","[0.4107895677256821, 0.0, 0.31606330703594315]",0.07099461841809292,-5.233875125715421,-5.466610951420518,-5.466278641743176
0.4000000000000002,0.4100000000000002,"[0.3519810922837058, 0.000496734560716961, 0.2953511798600196]","[0.4077855513324151, 0.0, 0.31638061932223727]",0.05963741878248897,-4.768166879441907,-5.04864981898222,-5.048125888865285
0.45000000000000023,0.46000000000000024,"[0.3534943921976455, 0.0004942007435269455, 0.30047217350998834]","[0.40462976866533445, 0.0, 0.3165040498950837]",0.0535919025720692,-4.706614103892295,-5.050890072482531,-5.050239086612425
0.5000000000000002,0.5100000000000002,"[0.35360721714252996, 0.0004930161442457625, 0.3015677091370097]","[0.40132708571257725, 0.0, 0.31643340843348544]",0.049984176864627,-4.600932971918992,-4.959535388311337,-4.958865662886658
0.5500000000000003,0.5600000000000003,"[0.3536498558280071, 0.0004918539053050337, 0.30242119661349065]","[0.3978825949718733, 0.0, 0.3161688038614562]",0.04632249817829116,-4.417112882918401,-4.76484851894073,-4.764183959147387
0.6000000000000003,0.6100000000000003,"[0.35367372664117586, 0.0004906674122323168, 0.30318498662943344]","[0.39430160759828314, 0.0, 0.31571064418006695]",0.04251773233193475,-4.227858203116626,-4.564205407237953,-4.563544620132731
0.6500000000000004,0.6600000000000004,"[0.35367891304787297, 0.0004894494723576549, 0.3038553282712466]","[0.3905896452147817, 0.0, 0.31505963583833846]",0.03857691301726011,-4.033575869334805,-4.358032755755503,-4.357374366895393
