# ===== Simulation Performance =====
# wall_clock_time,12.710283
# physics_time,9.982500
# real_time_factor,0.785388
# control_time,0.008090
# ==================================

time,sim_time,lyapunov_V,task_error,u0,u1,u2,u3,u4,u5,u6,u7,u8
0.0,0.0075,21.056030221555787,0.1743323314569054,0.0,0.0,6.637355941806457e-10,0.0,0.0,6.637355941806457e-10,0.0,0.0,6.637355941806457e-10
0.0375,0.045,28.469068664565864,0.14583736328264146,0.3509253934048205,-7.385223147330965e-05,13.344532902110384,0.07271722953220741,-3.2780866899672545e-05,7.268099617251719,0.0012081773299535406,3.998624102736451e-06,1.4848210119255534
0.07500000000000001,0.08250000000000002,18.67119924664829,0.1104093080233361,-0.03697452296225825,-5.159096652608412e-05,9.29037651365199,-0.051887928279614255,-2.0369684796600618e-05,3.947555853764929,-0.012286205811142101,-1.3328630047416672e-05,0.49529996784913644
0.11250000000000004,0.12000000000000005,15.794152692054997,0.07828182238927452,-0.0498793960552365,2.4417214550252842e-05,8.573671905699754,-0.0888150017127261,1.5850047673057355e-05,2.2710242816124016,-0.012237669856559084,-1.6565263235116723e-05,0.0003186896783096973
0.15000000000000008,0.15750000000000008,10.009613041424643,0.0662311140824111,0.1064107849296758,2.6083023532510553e-05,9.973173876592123,0.020875127880680005,1.2344491573078711e-05,3.1342253736700383,0.003484009804374328,7.631317896949077e-06,0.00035711387802408936
0.1875000000000001,0.19500000000000012,6.747291795658971,0.06975011859246628,0.2644080147458366,-9.424127810026585e-06,9.907022732085567,0.06766022700980626,-7.866035472444112e-06,3.495171503508933,0.009637676067228288,1.4283283882553795e-05,3.62146405440257e-06
0.22500000000000014,0.23250000000000015,3.278403968680015,0.06216271420234258,0.3001571576504449,-2.0867519191595117e-05,7.082063207834305,0.09864025191038543,-9.403033586011203e-06,2.2662556579973945,0.003430509557963902,-3.932530624247829e-06,0.06941293195136053
0.2625000000000002,0.2700000000000002,2.059605839516173,0.050086175372614825,0.2835632252730417,5.585554693012775e-06,6.658215189206026,0.1119863363606142,4.737160334972374e-06,2.5660888443341805,0.006949117004503926,-1.1493183557357919e-05,0.42451306740068406
0.3000000000000002,0.3075000000000002,1.4050748347504651,0.0377701403015953,0.24678074170326755,1.896568859915879e-05,7.307670572414485,0.10414156961815654,9.992284434644457e-06,3.500518541340903,0.013772566853671737,2.093759193045841e-06,0.5514762112147664
0.33750000000000024,0.34500000000000025,0.5836255706476223,0.02706779728188288,0.28038975762908613,-2.7424104728544852e-06,6.536367057010768,0.12753990350303607,-3.176020566395356e-06,3.2899746420288016,0.01772893313605166,9.361644377044779e-06,0.5095560399908132
0.3750000000000003,0.3825000000000003,0.5843989569365147,0.018925104219622263,0.21898138136080755,-1.822337097084523e-05,6.042735368646587,0.10902187357012766,-8.954162442840935e-06,3.0010862724720297,0.011611318568917733,-4.6542231992377793e-07,0.5295005751690884
0.4125000000000003,0.4200000000000003,0.2823484411373329,0.012787354407450163,0.26101611753171455,5.716510149528106e-08,5.661996621444089,0.11450053569766537,1.595202799301533e-06,2.595571747874737,0.009171934639624561,-7.652030994884179e-06,0.457048857712062
0.45000000000000034,0.45750000000000035,0.1246518779721625,0.009970388373467963,0.28459241904657656,1.385926683018703e-05,5.229682703293445,0.12152868690597246,6.938507960984955e-06,2.4565450129333333,0.014718377491427875,-7.505281076412851e-07,0.4269984380726188
0.4875000000000004,0.4950000000000004,0.09818137611005996,0.00799763080655578,0.2808066358057129,1.9545334418898362e-06,5.2549448491125075,0.12131853739243963,-3.712799274422094e-08,2.5543110458559015,0.015659579521451906,5.935940129187819e-06,0.46276583403047666
0.5250000000000002,0.5325000000000002,0.07277419612361784,0.006354253445542112,0.28070291200800335,-1.1097414619808505e-05,5.159231731975256,0.1212330725688613,-5.366207897682251e-06,2.530033297070398,0.013132512668422573,1.3383920206068352e-06,0.4707788959359318
0.5625,0.57,0.043377952302107635,0.005484436522364534,0.2857854600212579,-3.4936812330071097e-06,5.024054806942679,0.12385190349011102,-7.548733980331684e-07,2.4865074101792013,0.012537858866120959,-4.5209311696327676e-06,0.46890072316777653
0.5999999999999998,0.6074999999999997,0.028955065741115713,0.005129526897532338,0.28680421917302884,7.881639479810323e-06,4.857570913384512,0.1244161173028006,3.970796546638371e-06,2.428904405902621,0.013982962563550359,-1.642024549803268e-06,0.46445972674702035
0.6374999999999995,0.6449999999999995,0.02555969457483599,0.004970188199936181,0.28295540945963776,3.4572460219569622e-06,4.716223647158458,0.12281623058107626,9.966916106929307e-07,2.3610022109377256,0.014626315542257032,3.3256229648720575e-06,0.45521673624165815
0.6749999999999993,0.6824999999999992,0.022282662613919386,0.004841072802825811,0.2839919363657299,-6.041243648144519e-06,4.646128890134998,0.12296856796377761,-3.07380796789701e-06,2.317724013038404,0.01397692931983383,1.68449361163412e-06,0.4455453808902673
0.712499999999999,0.719999999999999,0.019800155232010275,0.004742907489794368,0.28543236793520815,-3.829900980760961e-06,4.633206329793645,0.12377291139335206,-1.2738367380080399e-06,2.3157592132396525,0.013560048899883421,-2.425098881805841e-06,0.44339083287406844
0.7499999999999988,0.7574999999999987,0.018362876576453233,0.004716344346759708,0.2868368978722047,3.905542668703221e-06,4.6446084625243875,0.12478745124979115,2.1320468766832984e-06,2.3330434858872153,0.013940432801769553,-1.6524185379752854e-06,0.4465949027809162
0.7874999999999985,0.7949999999999985,0.01820680799090151,0.0047575828908431985,0.2871287842763226,3.2436568929147027e-06,4.653137136005614,0.125288138531639,1.1738506983067424e-06,2.3480379916355942,0.01433767054801201,1.6813185061298096e-06,0.4497971964266006
0.8249999999999983,0.8324999999999982,0.018377127873928523,0.004830451283615708,0.28707158105672603,-2.9178696296288448e-06,4.653257970144302,0.12552239915648064,-1.6194518870793284e-06,2.3553187720755098,0.014279041664733542,1.495405200286635e-06,0.45127416669195847
0.862499999999998,0.869999999999998,0.01839783094050945,0.004906565445224019,0.2872579786580249,-3.2213518979382085e-06,4.649837039716399,0.12580578683849186,-1.2321906546303848e-06,2.358949549834942,0.014116181413544015,-1.1556951625931238e-06,0.4517370161365816
0.8999999999999978,0.9074999999999978,0.01842781519952589,0.004976303962168841,0.28788143873558436,1.6053280897275349e-06,4.653479589524279,0.1262779639938491,1.0156169903766816e-06,2.3660216387169872,0.014187216059489131,-1.3455509698884272e-06,0.4527364483542492
0.9374999999999976,0.9449999999999975,0.018504270094927285,0.00502886827637063,0.28806956078431856,2.5242638156309305e-06,4.658064111406224,0.12655267989393837,1.0175639701568919e-06,2.3731007279163263,0.014336143429447999,7.237485702534463e-07,0.4534524583782549
0.9749999999999973,0.9824999999999973,0.018645985437034034,0.005074886660557145,0.28793222934263774,-1.2047768789328737e-06,4.659059710517011,0.12665131618223657,-7.742083986011787e-07,2.3779380017879137,0.014343870590051716,1.133677029830136e-06,0.45386440402473205
1.0124999999999973,1.0199999999999974,0.018853350105649088,0.005119162149578106,0.287704640150246,-2.4086161630630192e-06,4.6599262154966015,0.12672194281577234,-1.0016853541108752e-06,2.3831824687926133,0.014279621068550614,-4.46479026871193e-07,0.45462549003612535
1.0499999999999976,1.0574999999999977,0.019140920890854868,0.0051701241435639,0.2878166604151944,3.8266802158577177e-07,4.662899356520819,0.12692624576649925,3.8114841674699864e-07,2.3894735289448863,0.014295034904956221,-9.709543903403002e-07,0.4557608730098753
1.087499999999998,1.094999999999998,0.01949770161729779,0.005227580125342819,0.28786040839597443,1.7061488521700148e-06,4.664511223444273,0.1270857019944142,7.38893865450027e-07,2.394648050210014,0.014352446572174328,2.0975259152425575e-07,0.4565768175069405
1.1249999999999982,1.1324999999999983,0.0199527776964685,0.005293140872940793,0.28786079343828824,-3.034970323347592e-07,4.665387454185721,0.12720409636730606,-2.962749425358445e-07,2.3991062966033554,0.014370772140525,7.761387333021322e-07,0.4573494321377294
1.1624999999999985,1.1699999999999986,0.020417663057763324,0.005362411273062554,0.28804264741478836,-1.6051218153325184e-06,4.667858595536699,0.12739014569962936,-7.082052721611953e-07,2.4039601082438837,0.014368217965265457,-8.312408276159176e-08,0.458113485278399
1.1999999999999988,1.207499999999999,0.020816169536434087,0.005425882995500546,0.2882111136287727,-2.0103808810272117e-07,4.670528033366492,0.12755745609479885,4.7811296798918166e-08,2.4085123752182795,0.014376743683230202,-6.420424566687917e-07,0.4587366911817158
1.2374999999999992,1.2449999999999992,0.021165211370947165,0.005481110889731876,0.2882650674976541,1.0221400092635353e-06,4.6718690920815,0.1276592331903198,4.734789115789853e-07,2.412062205862666,0.014394471784345202,-3.447947556354657e-08,0.45924074134245685
1.2749999999999995,1.2824999999999995,0.02146421776818265,0.00552815588713057,0.2883101985658641,7.751996872267952e-08,4.6732708838219486,0.12774644809923139,-6.704237408162592e-08,2.4154050763020103,0.014405457948346724,4.859499760449936e-07,0.4596741302436239
1.3124999999999998,1.3199999999999998,0.02174283688578649,0.005569205001996997,0.2883560883622448,-1.013570272276373e-06,4.675229102661146,0.12783020134511502,-4.7351880141884806e-07,2.4189994081836095,0.014405519685902755,7.282674082083479e-08,0.46017640850244845
1.35,1.3575000000000002,0.022018628071569804,0.005607288781644029,0.28842127631450415,-4.072226629150649e-07,4.677403986814849,0.12791894353383607,-9.89066258084633e-08,2.4226819244045834,0.01440686927017266,-3.9190366498837015e-07,0.4607362028344964
1.3875000000000004,1.3950000000000005,0.022291648510620033,0.005643794293943635,0.28848681139229937,5.41499188439279e-07,4.679409695910061,0.1280016173730401,2.725240361633899e-07,2.426181465649321,0.01441320362548979,-1.2497396670789116e-07,0.4613009994293983
1.4250000000000007,1.4325000000000008,0.022555190548047603,0.005678831199790594,0.288551070783604,1.9073463534085725e-07,4.6811236503016636,0.12807597533036177,2.6058620935589838e-08,2.429375344080222,0.014419030676301884,2.7735127559580424e-07,0.4618281844217665
1.462500000000001,1.470000000000001,0.022805963223148887,0.0057120970419924175,0.2886161547204797,-6.044494780310269e-07,4.682596585280851,0.12814342565165568,-2.9915877884667275e-07,2.432288045333987,0.014420988200533101,1.1843024447236805e-07,0.4623148699408554
1.5000000000000013,1.5075000000000014,0.023044339405321107,0.005743475615169411,0.2886861074306231,-4.2878495222737564e-07,4.6839100945565,0.12820709745025474,-1.460295412283298e-07,2.434983940958688,0.01442166272074199,-2.2022445503704674e-07,0.46277135883765413
1.5375000000000016,1.5450000000000017,0.023271398256921642,0.005773046852092228,0.2887587651342832,2.280572231737501e-07,4.685126819736991,0.12826698833802322,1.3229353730106626e-07,2.4375137656617056,0.014423310626906544,-1.381466325854411e-07,0.46320751867141036
1.575000000000002,1.582500000000002,0.02348765983580508,0.005800961481839629,0.28883131962082,1.790221600138781e-07,4.686267869401404,0.1283223723760978,4.863911485833439e-08,2.4398961566180795,0.014425055211365147,1.4061259384774265e-07,0.4636261015102594
1.6125000000000023,1.6200000000000023,0.02369356406852451,0.0058273531042076126,0.28890344653770667,-3.4514760393674017e-07,4.687330089997648,0.12837346579238823,-1.816451689959982e-07,2.442134067367303,0.014425614234745318,1.1198960386023082e-07,0.4640268804016836
1.6500000000000026,1.6575000000000026,0.023889602235680516,0.005852322646972097,0.28897604636820495,-3.7268015536334914e-07,4.688310085282011,0.12842106799600503,-1.4476195968838587e-07,2.444231376224718,0.014425315559682357,-1.1208327097433302e-07,0.4644097417328487
1.6875000000000029,1.695000000000003,0.024076098917376887,0.005875948385179246,0.2890489788269924,4.21579222739391e-08,4.6892149343619085,0.12846549205821348,4.325456785220525e-08,2.4461976748913044,0.014424945482859159,-1.1830797802500054e-07,0.4647755226356804
1.7250000000000032,1.7325000000000033,0.024253269158223997,0.005898300087238332,0.2891214506796462,1.216654753292943e-07,4.690055032738676,0.128506711122706,3.967050590389318e-08,2.4480435866995234,0.014424511672915462,5.835079747588089e-08,0.4651252304686695
1.7625000000000035,1.7700000000000036,0.024421465034484217,0.005919447580995464,0.28919316985079296,-1.939416229862041e-07,4.690836959017941,0.12854489501057192,-1.086996481952189e-07,2.449777549788951,0.014423650432660947,8.63761307671495e-08,0.4654597307460525
1.8000000000000038,1.8075000000000039,0.02458117042837232,0.005939461391253844,0.2892643080700817,-2.9593516278582197e-07,4.691564179635457,0.12858041148918678,-1.2443740988871302e-07,2.4514064915792453,0.014422350524900004,-4.957762497961998e-08,0.4657798171999464
1.8375000000000041,1.8450000000000042,0.024732829479390588,0.005958408921186219,0.28933487073177255,-5.656512594412421e-08,4.692240399720349,0.1286135262987436,-8.179229077570407e-09,2.452937133142659,0.01442084964768324,-8.922625345686804e-08,0.46608624796695186
1.8750000000000044,1.8825000000000045,0.024876797638888587,0.0059763520775940925,0.28940461359842434,5.840098564859978e-08,4.692869928964871,0.12864435754255898,2.0401731611937626e-08,2.4543759173586728,0.014419234117042058,1.3350666901049459e-08,0.46637967896574883
1.9125000000000048,1.9200000000000048,0.025013422481326472,0.005993348044186893,0.28947336361801235,-1.1371240378148602e-07,4.693456403509808,0.12867303177882156,-6.701640872125073e-08,2.45572859821262,0.014417430159129673,5.820092263780279e-08,0.46666068013483164
1.950000000000005,1.9575000000000051,0.02514308250342176,0.006009450776015308,0.28954111159543805,-2.2509437539275724e-07,4.694002649695645,0.12869973700915427,-1.002662720246552e-07,2.457000416139619,0.014415415469674727,-1.696125688999266e-08,0.46692981029121944
1.9875000000000054,1.9950000000000054,0.025266149833523772,0.006024711370089794,0.28960785260164223,-1.0100193064824107e-07,4.694511398780198,0.1287246490436416,-3.46147612045576e-08,2.4581964107517065,0.014413257776862325,-6.204824681717115e-08,0.46718763495798954
2.025000000000005,2.0325000000000046,0.025382962631846837,0.0060391778238890435,0.28967350907498746,5.860797009928682e-09,4.694985476911866,0.128747892554998,1.1068517123644713e-09,2.459321395433716,0.014411009153151723,-8.299428720809728e-09,0.4674346892513644
