time,V,V_dot,stability_bound,task_error,u_0 (A Flexor),u_1 (A Extensor),u_2 (B Flexor),u_3 (B Extensor),tau_0,tau_1,tau_2,tau_3
0.0,66.58773104653682,[-0.00086462],-2219.5910336190645,0.18601075237738274,0.0,0.3678724706579858,0.0,0.07357436680840869,-0.03678724706579858,-0.03678724706579858,-0.007357436680840869,-0.007357436680840869
0.002,66.61770513238845,[-15.71123447],-2220.409081238253,0.18601075237738274,0.0,0.3172162847688819,0.0,0.06096500792262722,-0.03172162847688819,-0.03172162847688819,-0.006096500792262722,-0.006096500792262722
0.004,66.60655226448489,[-28.33558739],-2219.8972590650455,0.18601561898996072,0.0,0.25843423711972197,0.0,0.06414508936936812,-0.025843423711972197,-0.025843423711972197,-0.006414508936936812,-0.006414508936936812
0.006,66.5613167249461,[-22.31319737],-2218.4114010882695,0.18601813080304955,0.0,0.2869350584732802,0.0,0.06461879779519605,-0.02869350584732802,-0.02869350584732802,-0.006461879779519605,-0.006461879779519605
0.008,66.50557539411778,[-26.53179732],-2216.5375357097396,0.18601305152853137,0.0,0.29234452425507396,0.0,0.048555105474405974,-0.029234452425507398,-0.029234452425507398,-0.004855510547440598,-0.004855510547440598
0.01,66.4211251105756,[-32.07258576],-2213.6881462271194,0.1859995595151275,0.0,0.28846313422958897,0.0,0.046643646816430975,-0.0288463134229589,-0.0288463134229589,-0.004664364681643098,-0.004664364681643098
0.012,66.33116842444002,[-33.97673553],-2210.676596707172,0.1859739559112135,0.0,0.29328460201323836,0.0,0.05657903944935179,-0.029328460201323837,-0.029328460201323837,-0.005657903944935179,-0.005657903944935179
0.014,66.25173531066058,[-34.61229019],-2208.0260036328073,0.18593671699948397,0.0,0.3015884286288312,0.0,0.061188810867972794,-0.030158842862883117,-0.030158842862883117,-0.00611888108679728,-0.00611888108679728
0.016,66.17313908969808,[-36.13085646],-2205.3965468887186,0.18589088109610474,0.0,0.3074099275022205,0.0,0.058651375949925574,-0.030740992750222053,-0.030740992750222053,-0.005865137594992558,-0.005865137594992558
0.018000000000000002,66.08615184576584,[-38.24533834],-2202.481955344452,0.1858375685780695,0.0,0.31090097480593415,0.0,0.05710577757347613,-0.031090097480593416,-0.031090097480593416,-0.005710577757347613,-0.005710577757347613
0.020000000000000004,65.99417407354727,[-39.86593282],-2199.4035548976503,0.1857762624937322,0.0,0.31462805981028147,0.0,0.05951769867425486,-0.03146280598102815,-0.03146280598102815,-0.0059517698674254865,-0.0059517698674254865
0.022000000000000006,65.9032092548374,[-40.81385998],-2196.363431514603,0.18570705800084825,0.0,0.31939133168167777,0.0,0.06240988289488463,-0.03193913316816778,-0.03193913316816778,-0.006240988289488464,-0.006240988289488464
0.024000000000000007,65.81336555916654,[-41.65053006],-2193.3613064513784,0.18563102402364398,0.0,0.32402479668209394,0.0,0.06324710081046024,-0.032402479668209395,-0.032402479668209395,-0.006324710081046025,-0.006324710081046025
0.02600000000000001,65.72173773467894,[-42.62982194],-2190.298159704359,0.18554912676865126,0.0,0.32780773969933946,0.0,0.06320422535428413,-0.032780773969933945,-0.032780773969933945,-0.006320422535428413,-0.006320422535428413
0.02800000000000001,65.62773157324469,[-43.55085925],-2187.1557117975085,0.18546174377773747,0.0,0.33112528943474095,0.0,0.06394371806420653,-0.0331125289434741,-0.0331125289434741,-0.006394371806420653,-0.006394371806420653
0.030000000000000013,65.53292722886013,[-44.24342945],-2183.988224499683,0.1853691102390439,0.0,0.3344577430411966,0.0,0.06528706226293787,-0.03344577430411966,-0.03344577430411966,-0.006528706226293788,-0.006528706226293788
0.032000000000000015,65.43823101532567,[-44.78302574],-2180.8255069407774,0.18527169449104908,0.0,0.33773890307151955,0.0,0.06629811975544231,-0.03377389030715196,-0.03377389030715196,-0.0066298119755442315,-0.0066298119755442315
0.034000000000000016,65.34318980876772,[-45.29247983],-2177.6514513758348,0.18517006083659154,0.0,0.34070913067152986,0.0,0.0668216442194721,-0.034070913067152986,-0.034070913067152986,-0.006682164421947211,-0.006682164421947211
0.03600000000000002,65.24732918797956,[-45.77762102],-2174.450163941519,0.18506463349094812,0.0,0.34334101454406435,0.0,0.0673191831308089,-0.034334101454406435,-0.034334101454406435,-0.00673191831308089,-0.00673191831308089
0.03800000000000002,65.15087783871104,[-46.18673502],-2171.229761515085,0.184955708641368,0.0,0.3457726446801682,0.0,0.0680018292590237,-0.03457726446801682,-0.03457726446801682,-0.0068001829259023705,-0.0068001829259023705
0.04000000000000002,65.05424927296264,[-46.5126556],-2168.004178241674,0.18484358572278634,0.0,0.3480692225070657,0.0,0.06868291348760626,-0.03480692225070657,-0.03480692225070657,-0.006868291348760627,-0.006868291348760627
0.04200000000000002,64.95751859299564,[-46.78936983],-2164.7756586469727,0.18472859795910887,0.0,0.35018960635164736,0.0,0.06920209613449049,-0.035018960635164735,-0.035018960635164735,-0.0069202096134490495,-0.0069202096134490495
0.044000000000000025,64.86056019717832,[-47.03759323],-2161.539830190413,0.18461105228324465,0.0,0.3521024273236235,0.0,0.06961962795309447,-0.035210242732362354,-0.035210242732362354,-0.006961962795309447,-0.006961962795309447
0.04600000000000003,64.76336602363375,[-47.25187273],-2158.296480123404,0.18449119886688628,0.0,0.3538351080773467,0.0,0.07004161582719848,-0.03538351080773467,-0.03538351080773467,-0.007004161582719848,-0.007004161582719848
0.04800000000000003,64.66605872914049,[-47.42566337],-2155.049779737864,0.1843692572061556,0.0,0.3554259068232619,0.0,0.07046841894363269,-0.035542590682326194,-0.035542590682326194,-0.007046841894363269,-0.007046841894363269
0.05000000000000003,64.56872618167051,[-47.56542755],-2151.8026179709254,0.18424544152287003,0.0,0.35688519971696714,0.0,0.07084681855133447,-0.03568851997169672,-0.03568851997169672,-0.007084681855133447,-0.007084681855133447
0.05200000000000003,64.47137062359572,[-47.68115616],-2148.5549818748254,0.18411995562408112,0.0,0.3582093023899363,0.0,0.07116551456267252,-0.03582093023899363,-0.03582093023899363,-0.007116551456267252,-0.007116551456267252
0.054000000000000034,64.3739841750823,[-47.77599067],-2145.306575513334,0.18399297980313942,0.0,0.35940531470320475,0.0,0.07145362026174215,-0.035940531470320475,-0.035940531470320475,-0.007145362026174215,-0.007145362026174215
0.056000000000000036,64.27659780485105,[-47.849455],-2142.058439821142,0.183864671862619,0.0,0.36048894829160705,0.0,0.07172816878639077,-0.0360488948291607,-0.0360488948291607,-0.007172816878639077,-0.007172816878639077
0.05800000000000004,64.1792537206761,[-47.90262224],-2138.8119747778264,0.18373517624452432,0.0,0.3614740300078447,0.0,0.07198144186467723,-0.03614740300078447,-0.03614740300078447,-0.007198144186467723,-0.007198144186467723
0.06000000000000004,64.08197340707751,[-47.93911336],-2135.5678627449875,0.18360462749516607,0.0,0.36236631282030596,0.0,0.07220480692698882,-0.0362366312820306,-0.0362366312820306,-0.007220480692698882,-0.007220480692698882
0.06200000000000004,63.98476302496652,[-47.96171004],-2132.326279102132,0.18347314795913564,0.0,0.36317126998513777,0.0,0.07240292512947957,-0.03631712699851378,-0.03631712699851378,-0.007240292512947957,-0.007240292512947957
0.06400000000000004,63.88763337569751,[-47.97149103],-2129.0875705717017,0.18334084663388023,0.0,0.363897047678496,0.0,0.07258414734367659,-0.036389704767849605,-0.036389704767849605,-0.007258414734367659,-0.007258414734367659
