time,V,V_dot,stability_bound,task_error,u_0 (A Flexor),u_1 (A Extensor),u_2 (B Flexor),u_3 (B Extensor),tau_0,tau_1,tau_2,tau_3
0.0,66.58773104653682,[-3948.38304089],-1728.7920060091,0.18601075237738274,0.0,0.9999999999593687,0.9999999994643903,-0.0,-0.09999999999593688,-0.09999999999593688,0.09999999994643904,0.09999999994643904
0.002,65.40844678469823,[-3882.01402907],-1701.732469486382,0.18601075237738274,0.0,0.9999999989695098,0.9999999983701034,-0.0,-0.09999999989695098,-0.09999999989695098,0.09999999983701036,0.09999999983701036
0.004,64.69347440884779,[-4100.87057769],-1944.4214307241716,0.1858219218862888,0.0,0.999999999961002,0.9999999990920707,-0.0,-0.09999999999610021,-0.09999999999610021,0.09999999990920708,0.09999999990920708
0.006,64.1696897780374,[-4174.2368799],-2035.247220630088,0.1855389626509189,0.0,0.9999999999497444,0.9999999996744525,-0.0,-0.09999999999497444,-0.09999999999497444,0.09999999996744525,0.09999999996744525
0.008,63.74874225239208,[-4197.07878946],-2072.120714377868,0.18520326342165666,0.0,0.9999999999937063,0.9999999998754507,-0.0,-0.09999999999937063,-0.09999999999937063,0.09999999998754508,0.09999999998754508
0.01,63.391181964145986,[-4199.29641187],-2086.2570130602967,0.18483753016748483,0.0,0.9999999999933754,0.9999999998717152,-0.0,-0.09999999999933755,-0.09999999999933755,0.09999999998717152,0.09999999998717152
0.012,63.07585289944042,[-4192.60358075],-2090.075150766541,0.184455317801524,0.0,0.999999999882024,0.9999999998987462,-0.0,-0.09999999998820241,-0.09999999998820241,0.09999999998987463,0.09999999998987463
0.014,62.79040312776759,[-4181.6809564],-2088.667518809451,0.18406504833590157,0.0,0.9311185984689655,0.9999999995314235,-0.0,-0.09311185984689656,-0.09311185984689656,0.09999999995314235,0.09999999995314235
0.016,62.511899047551914,[-4163.8810651],-2080.1510968483235,0.18367209226892942,0.07227957535822727,-0.0,0.9999999998466038,-0.0,0.007227957535822727,0.007227957535822727,0.09999999998466039,0.09999999998466039
0.018000000000000002,62.01642189249113,[-4131.25965094],-2064.0455878548205,0.18327714095863115,0.43194150875504,-0.0,0.9999999996521624,-0.0,0.043194150875504,0.043194150875504,0.09999999996521625,0.09999999996521625
0.020000000000000004,61.22325773329993,[-4077.12022193],-2036.3449641533646,0.18284089566614206,0.0,0.9999999999551723,0.9999999994051071,-0.0,-0.09999999999551723,-0.09999999999551723,0.09999999994051072,0.09999999994051072
0.022000000000000006,60.548911819398,[-4030.01337503],-2011.7163143805892,0.18231666733980023,0.0,0.9999999999445361,0.9999999992605434,-0.0,-0.09999999999445362,-0.09999999999445362,0.09999999992605435,0.09999999992605435
0.024000000000000007,60.10656986386915,[-4006.2962586],-2002.7439298020447,0.1817380724686669,0.999999999874963,-0.0,0.9999999978035302,-0.0,0.09999999998749631,0.09999999998749631,0.09999999978035302,0.09999999978035302
0.02600000000000001,59.34591258330079,[-3955.67539724],-1977.4783111280865,0.18114999763685719,0.9999999849639871,-0.0,0.9445308758852734,-0.0,0.09999999849639872,0.09999999849639872,0.09445308758852734,0.09445308758852734
0.02800000000000001,58.25642001107556,[-3878.97817819],-1937.0975111546022,0.18049354427688738,0.0,1.0000000016971804,0.9999999998785134,-0.0,-0.10000000016971805,-0.10000000016971805,0.09999999998785135,0.09999999998785135
0.030000000000000013,57.22560432058165,[-3805.80518981],-1898.28504578893,0.1797153887195083,0.0,0.999999999959338,0.9999999994684143,-0.0,-0.0999999999959338,-0.0999999999959338,0.09999999994684144,0.09999999994684144
0.032000000000000015,56.54522912491769,[-3769.03047294],-1884.1895020952916,0.17884345880341285,0.9999999947690655,-0.0,0.9490207310205302,-0.0,0.09999999947690656,0.09999999947690656,0.09490207310205302,0.09490207310205302
0.034000000000000016,55.7091676122904,[-3713.31032727],-1856.3380735227695,0.1779512272696847,0.9999999972767686,-0.0,0.8654169488366205,-0.0,0.09999999972767687,0.09999999972767687,0.08654169488366205,0.08654169488366205
0.03600000000000002,54.60549102921414,[-3638.19707427],-1818.014039966465,0.17700720886056912,0.0,0.5998801031820582,0.9999999992545855,-0.0,-0.059988010318205824,-0.059988010318205824,0.09999999992545855,0.09999999992545855
0.03800000000000002,53.328264941544454,[-3546.30478815],-1768.6959567370793,0.17596333076488788,0.0,0.9999999993557724,0.99999999970227,-0.0,-0.09999999993557725,-0.09999999993557725,0.09999999997022702,0.09999999997022702
0.04000000000000002,52.39340547472252,[-3492.29851208],-1745.8516629264063,0.17479957385086,0.9999999980397645,-0.0,0.9631712564294252,-0.0,0.09999999980397645,0.09999999980397645,0.09631712564294254,0.09631712564294254
0.04200000000000002,51.34791228267224,[-3422.61253106],-1711.0154548617418,0.17359635206369523,0.9999999891071998,-0.0,0.8217657384878104,-0.0,0.09999999891071998,0.09999999891071998,0.08217657384878105,0.08217657384878105
0.044000000000000025,50.194766840759684,[-3344.41346336],-1671.2545686699666,0.17232841007115193,0.29630975439424306,-0.0,0.9999999996288657,-0.0,0.029630975439424306,0.029630975439424306,0.09999999996288657,0.09999999996288657
0.04600000000000003,48.672565499319916,[-3238.24875618],-1615.8299062037888,0.17097745772967188,0.0,1.0000000007420644,0.9999999999334582,-0.0,-0.10000000007420645,-0.10000000007420645,0.09999999999334583,0.09999999999334583
0.04800000000000003,47.448896037050446,[-3161.10174584],-1579.4718779384993,0.16947266975482758,0.48991096890806596,-0.0,0.999999999875497,-0.0,0.0489910968908066,0.0489910968908066,0.09999999998754971,0.09999999998754971
0.05000000000000003,46.224315325413265,[-3081.06090749],-1540.2503965734459,0.16790018787978506,0.9999999911140466,-0.0,0.8122004238313743,-0.0,0.09999999911140467,0.09999999911140467,0.08122004238313743,0.08122004238313743
