time,sim_time,lyapunov_V,task_error,u0,u1,u2
0.0,0.002,1189.9124559083637,0.2621061381827566,-29.93663461651857,-184.94457192733051,-193.13308982295752
0.01,0.012,3672.99412953773,0.21968827909991515,-32.72869774027017,-22.60449784544825,-22.076541802237013
0.020000000000000004,0.022000000000000006,1237.3819100439464,0.19303830384381332,-43.501078837840694,-38.3343495362941,-38.055027449412265
0.030000000000000013,0.032000000000000015,685.9372763408395,0.18130800855803247,-104.80944685959527,-101.84793023360797,-101.51984501154833
0.04000000000000002,0.04200000000000002,571.1131207143195,0.1756217267227931,-262.93392479358954,-258.3921725754663,-258.0075788153244
0.05000000000000003,0.05200000000000003,510.43712671299994,0.17179669056574018,-1140.4954226419866,-1122.5785800239294,-1122.5706683930614
0.06000000000000004,0.06200000000000004,499.3187888326242,0.16716853969840997,-400.82643719074173,-392.66579613732614,-393.3028661486387
0.07000000000000005,0.07200000000000005,502.7923294932194,0.16056340145205772,-217.2345910083959,-211.70178210893127,-212.3181208992275
0.08000000000000006,0.08200000000000006,494.7701468005752,0.15212038317001775,-137.16209432640497,-133.1697624047509,-133.51076070498092
0.09000000000000007,0.09200000000000007,469.1166683543357,0.14178672839294562,-95.92102756526849,-92.73561912117344,-92.75890300144576
0.10000000000000007,0.10200000000000008,443.0754309309599,0.13019343262119287,-71.43347562270907,-68.78655461362048,-68.3357433936437
0.11000000000000008,0.11200000000000009,420.17646973730655,0.11820417967818399,-56.76163727158313,-54.65593404123153,-53.73992909499261
0.12000000000000009,0.1220000000000001,395.17761187635614,0.10617695803588832,-45.332151500605974,-43.645051527645144,-42.57835900522424
0.1300000000000001,0.1320000000000001,362.1816217181415,0.09399985373429176,-36.629605117489255,-35.214674656345444,-34.149566440779346
0.1400000000000001,0.1420000000000001,323.8044433059206,0.08169807554041249,-29.82767344736656,-28.696434932184502,-27.677336768497074
0.1500000000000001,0.1520000000000001,281.6252406654736,0.06957791410911196,-24.501018800861388,-23.655342126050705,-22.67518306243409
0.16000000000000011,0.16200000000000012,244.78429903773286,0.058223111271693294,-0.04557997826289803,-0.4830243736640192,-1.0015360715655469e-05
0.17000000000000012,0.17200000000000013,152.5853721670638,0.04987127662311132,-0.10206260331341603,-0.191449777270747,-2.506812776563436e-05
0.18000000000000013,0.18200000000000013,116.70167367412759,0.047407182039413034,-0.7369307629612442,-0.18404332614637542,-4.216399089377025e-05
