# ===== Simulation Performance =====
# wall_clock_time,300.885165
# physics_time,40.002000
# real_time_factor,0.132948
# control_time,0.013032
# ==================================

time,sim_time,lyapunov_V,x_log,xd_log,task_error,u0,u1,u2
0.0,0.002,3605.6231721270096,"[1.7645352600151104e-06, 2.486319227125697e-16, 0.019619730003240746]","[0.29168154723945083, 0.0, 0.3704504871165134]",0.45624479807997387,-4.3462224306201784e-10,-4.3462654764368097e-10,-4.3462119945752256e-10
0.01,0.012,6859.846323523338,"[0.07185328427661546, 0.00015874808755922978, 0.028824358372347036]","[0.2915144159889446, 0.0, 0.37061657153825067]",0.4062917116640986,-24.62879875106043,-30.69878465781075,-31.10696403145421
0.020000000000000004,0.022000000000000006,5499.8965109308265,"[0.16121493973070175, 0.00041148423160799986, 0.06845205956830971]","[0.2913462395591875, 0.0, 0.3707816074920327]",0.3291465935750921,-55.388755536241106,-57.06899772261525,-57.02362099729046
0.030000000000000013,0.032000000000000015,3420.9826217814943,"[0.22771689815444796, 0.0004533103060533572, 0.12697642520881214]","[0.29117701961001274, 0.0, 0.3709455933490214]",0.2520879757315178,-81.7873376635099,-79.72574681557853,-79.60943043706823
0.04000000000000002,0.04200000000000002,1702.0045889811465,"[0.26767683848889284, 0.0003941994539192507, 0.18452939735966856]","[0.29100675781155305, 0.0, 0.37110852749074247]",0.18803247679398236,-89.70307783300375,-85.73103713581294,-85.64033316380399
0.05000000000000003,0.05200000000000003,788.5782091681531,"[0.28942516405895585, 0.0003276506716425406, 0.23044521951497643]","[0.29083545584422366, 0.0, 0.3712704083091018]",0.14083263143456234,-81.93123294956209,-78.02573569901367,-77.97857955814625
0.06000000000000004,0.06200000000000004,388.74447762607974,"[0.30146372315717423, 0.0002822016272391951, 0.26479727329800473]","[0.2906631153987058, 0.0, 0.37143123420640095]",0.10717991595781402,-68.65041256948503,-65.44794349865951,-65.42698148439084
0.07000000000000005,0.07200000000000005,209.0976874625824,"[0.3085573638878345, 0.0002558442601738335, 0.2906496091137357]","[0.29048973817593005, 0.0, 0.37159100359535335]",0.0829337922428474,-55.084213046237814,-52.51777644468837,-52.50705164130285
0.08000000000000006,0.08200000000000006,120.7548787452536,"[0.3128563351831343, 0.00024089015061024412, 0.3102992991163081]","[0.29031532588705966, 0.0, 0.3717497148990996]",0.06545463106632206,-43.92576647391399,-41.842398008040746,-41.83586254583988
0.09000000000000007,0.09200000000000007,73.3671099638688,"[0.3154550538983475, 0.00023217347243935453, 0.3251338258040562]","[0.2901398802534735, 0.0, 0.37190736655122314]",0.0531852990516958,-36.198653531569946,-34.470198208214086,-34.46615903879795
0.10000000000000007,0.10200000000000008,47.13670443359651,"[0.3170022106033957, 0.00022715236596921478, 0.33610375706032014]","[0.28996340300674917, 0.0, 0.3720639569957659]",0.04499205145181832,-32.30829328525914,-30.80684652071698,-30.804576391442108
0.11000000000000008,0.11200000000000009,32.974102955659546,"[0.31788825121712366, 0.00022462833463175735, 0.3440219754099174]","[0.2897858958886457, 0.0, 0.37221948468724336]",0.039810706629519126,-32.39239793845344,-30.96066918446543,-30.959941169785356
