# ===== Simulation Performance =====
# wall_clock_time,51.245818
# physics_time,8.002000
# real_time_factor,0.156149
# control_time,0.010925
# ==================================

time,sim_time,lyapunov_V,x_log,xd_log,task_error,u0,u1,u2
0.0,0.002,3606.4346524779107,"[1.7645352600151104e-06, 2.486319227125697e-16, 0.019619730003240746]","[0.29168154723945083, 0.0, 0.3704504871165134]",0.45624479807997387,-4.6467288942161103e-10,-4.6469803432650587e-10,-4.6468602168838237e-10
0.01,0.012,6831.563973698943,"[0.07167917267441212, 0.00015835219442424992, 0.028778673488001588]","[0.29083545584422366, 0.0, 0.3712704083091018]",0.40660802986290234,-24.731538949645433,-30.701372948854797,-31.112570074840413
0.020000000000000004,0.022000000000000006,5463.7506869820245,"[0.16061109386111405, 0.0004122752361426394, 0.06804332342215533]","[0.28996340300674917, 0.0, 0.3720639569957659]",0.33039481759052736,-55.73699326664659,-57.37449969046732,-57.33023067401817
0.030000000000000013,0.032000000000000015,3402.784250669734,"[0.226884978352642, 0.00045554004648516245, 0.12593581883488308]","[0.28906560389301605, 0.0, 0.37283093738024137]",0.25460525774392934,-82.8650503556529,-80.79510132610974,-80.67729732699249
0.04000000000000002,0.04200000000000002,1707.2834520858235,"[0.266904805069377, 0.00039665964703360074, 0.18289742794050826]","[0.28814228002152176, 0.0, 0.3735711602215949]",0.1918532247923346,-92.25433138139041,-88.26462111157817,-88.17132426205194
0.05000000000000003,0.05200000000000003,806.7874031124483,"[0.28885670174085365, 0.0003294301571355711, 0.22846918139508524]","[0.2871936592086155, 0.0, 0.37428444288091667]",0.1458251168930574,-86.44792286512688,-82.47180761658011,-82.42226914716169
0.06000000000000004,0.06200000000000004,410.24510373953404,"[0.3011337320878694, 0.00028318046686078013, 0.26277117667199923]","[0.2862199755122884, 0.0, 0.3749706093663834]",0.1131866291719748,-74.92882468285298,-71.58899515866453,-71.5664486777514
0.07000000000000005,0.07200000000000005,230.03060414948803,"[0.30845449858331503, 0.0002563387158021886, 0.288845364361923]","[0.2852214691744229, 0.0, 0.3756294903766823]",0.08984054704417872,-62.66521041722664,-59.895379639082066,-59.88356225824579
0.08000000000000006,0.08200000000000006,140.39876056028544,"[0.3129486090260482, 0.00024121866036090842, 0.3089573526530324]","[0.28419838656151697, 0.0, 0.37626092334278305]",0.07318745866466742,-52.36746607595185,-50.00351873865062,-49.99627724599898
0.09000000000000007,0.09200000000000007,92.18973073938172,"[0.31568650138487325, 0.00023257534006557295, 0.3244454352379916]","[0.2831509801038966, 0.0, 0.37686475246804957]",0.061696021388572095,-45.44262242769717,-43.32942836235028,-43.325158232698136
0.10000000000000007,0.10200000000000008,65.00961200796428,"[0.31729960947264396, 0.0002278813890299913, 0.33616138675627455]","[0.2820795082334325, 0.0, 0.37744082876668056]",0.0542632453316077,-43.0782425783023,-41.05279073316403,-41.05084924302426
0.11000000000000008,0.11200000000000009,50.03728818431175,"[0.318190911418307, 0.00022606696131006185, 0.3448073459893094]","[0.28098423531977595, 0.0, 0.3779890101004693]",0.049853893386152266,-46.231955945952464,-44.060109098079955,-44.06054733146477
0.12000000000000009,0.1220000000000001,42.03031416802388,"[0.31861321872038606, 0.0002269238737301063, 0.35100911748107044]","[0.2798654316051295, 0.0, 0.37850916121387435]",0.04751520710340888,-58.41312114492906,-55.753496977867854,-55.75726256418686
0.1300000000000001,0.1320000000000001,37.83092495307877,"[0.3187640474840524, 0.0002312276921100597, 0.35535857260020076]","[0.2787233731375687, 0.0, 0.37900115376739163]",0.046500330241988255,-90.12972028720246,-86.32029046952924,-86.3310580607271
0.1400000000000001,0.1420000000000001,37.2005150992141,"[0.3188252636446309, 0.0002405106102885542, 0.3586326971411428]","[0.27755834170293137, 0.0, 0.37946486636922033]",0.04622765370039065,-80.3694499445989,-76.99694821114593,-77.00896696832227
0.1500000000000001,0.1520000000000001,38.532367043610236,"[0.3188441164093909, 0.00024954201921094404, 0.36124912612610005]","[0.2763706247552914, 0.0, 0.3799001846052147]",0.04638881057864674,-62.89977990454,-60.02696241575323,-60.04382870988108
0.16000000000000011,0.16200000000000012,40.476923744067335,"[0.31896681487449924, 0.0002608489282623724, 0.36320383166051035]","[0.27516051534603336, 0.0, 0.38030700106711385]",0.04702742098278432,-57.345294623157386,-54.66161327427146,-54.6729399982493
0.17000000000000012,0.17200000000000013,42.77758639094055,"[0.3191483026489467, 0.000271551090554518, 0.3646078009339101]","[0.2739283120515467, 0.0, 0.38068521537904304]",0.0479937969415246,-55.62284825302893,-52.99812746952155,-53.009221079717975
0.18000000000000013,0.18200000000000013,45.457516523077224,"[0.31939315423872516, 0.0002820213361493365, 0.3656037512713122]","[0.27267431889955657, 0.0, 0.38103473422228024]",0.049202076646371926,-55.133588469727684,-52.5151214704654,-52.526544444087016
0.19000000000000014,0.19200000000000014,48.59615100087702,"[0.3197261442387113, 0.0002926500791348165, 0.36630929201407353]","[0.27139884529410924, 0.0, 0.38135547135828074]",0.05061621262212141,-54.943791878454164,-52.31374181319411,-52.32550391347194
0.20000000000000015,0.20200000000000015,52.2962064556775,"[0.32018213507821014, 0.00030362119857294234, 0.36680723472469284]","[0.2701022059392315, 0.0, 0.3816473476499556]",0.05223332690947318,-54.79027881107044,-52.14459282461396,-52.15659419624061
0.21000000000000016,0.21200000000000016,56.67355771960828,"[0.3208014510735154, 0.00031501121847205124, 0.367159436757264]","[0.26878472076128224, 0.0, 0.38191029108119734]",0.05406872633722067,-54.64459428149405,-51.96392349735413,-51.976012227209736
0.22000000000000017,0.22200000000000017,61.937228574652025,"[0.3216295285910483, 0.0003268494201773162, 0.36741105319702366]","[0.2674467148300151, 0.0, 0.3821442367746487]",0.056151142783903187,-54.334580521007524,-51.6243912023557,-51.63631830610891
0.23000000000000018,0.23200000000000018,68.25139414560222,"[0.32271060688826425, 0.0003391359464248973, 0.3675753323591828]","[0.26608851827837265, 0.0, 0.38234912700771045]",0.05851872298720673,-54.1780030821979,-51.438956244586365,-51.450554108880105
