# ===== Simulation Performance =====
# wall_clock_time,15.128239
# physics_time,2.362000
# real_time_factor,0.156132
# control_time,0.008722
# ==================================

time,sim_time,lyapunov_V,x_log,xd_log,task_error,u0,u1,u2
0.0,0.002,84.33998983296559,"[1.7645352600151104e-06, 2.486319227125697e-16, 0.019619730003240746]","[0.14142135623730945, 0.0, 0.33857864376269053]",0.348904413247787,-0.00036932412923780023,-9.85938130269952,-10.083195059506906
0.01,0.012,98.46357305992167,"[0.007570128656428345, 3.354386376476264e-05, 0.01971363120077816]","[0.14142135623730945, 0.0, 0.33857864376269053]",0.34581938708841664,-0.18808222055747167,-1.3298924700399941,-1.3784779564728986
0.020000000000000004,0.022000000000000006,94.42394556654037,"[0.01554687714393227, 7.488952803300342e-05, 0.0199969789776364]","[0.14142135623730945, 0.0, 0.33857864376269053]",0.34254732115824094,-0.77450547629845,-1.8326508477320238,-1.9090502252273374
0.030000000000000013,0.032000000000000015,91.23380878001176,"[0.023890607123742146, 0.0001337183848039677, 0.02048168219150282]","[0.14142135623730945, 0.0, 0.33857864376269053]",0.33911527808198855,-1.5841205059863872,-2.502429869765696,-2.6024032668726087
0.04000000000000002,0.04200000000000002,87.81305118623544,"[0.032237709824005624, 0.00021202723961663997, 0.021152979430510303]","[0.14142135623730945, 0.0, 0.33857864376269053]",0.3356786647619739,-2.5626164422746713,-3.346903806573826,-3.4630934757285226
0.05000000000000003,0.05200000000000003,84.32620800374143,"[0.04026036489603359, 0.00030656136151320745, 0.021970312581248153]","[0.14142135623730945, 0.0, 0.33857864376269053]",0.33237700811355164,-3.679320942394013,-4.369566090933136,-4.492825526619322
0.06000000000000004,0.06200000000000004,81.21324395067131,"[0.047780982020353406, 0.0004111239844620647, 0.022888166291581188]","[0.14142135623730945, 0.0, 0.33857864376269053]",0.3292858428058503,-4.889700567248295,-5.5424238382031055,-5.663690377590997
0.07000000000000005,0.07200000000000005,78.71347171939374,"[0.05479205187301136, 0.0005184308267211058, 0.02387658961064692]","[0.14142135623730945, 0.0, 0.33857864376269053]",0.32640816171272446,-6.089350056990717,-6.747545241487226,-6.859664549217168
0.08000000000000006,0.08200000000000006,76.74681174672962,"[0.061386707556278994, 0.000621862126172804, 0.024925187223790654]","[0.14142135623730945, 0.0, 0.33857864376269053]",0.3237042207027883,-7.180739717802511,-7.864672431890792,-7.963942802072516
0.09000000000000007,0.09200000000000007,75.18107900762595,"[0.06768492270711178, 0.0007167948259955889, 0.026036817490849264]","[0.14142135623730945, 0.0, 0.33857864376269053]",0.3211229804824215,-8.088489146029326,-8.79601115294864,-8.881516814962927
