# ===== Simulation Performance =====
# wall_clock_time,0.448936
# physics_time,13.330000
# real_time_factor,29.692461
# control_time,0.000098
# ==================================

time,sim_time,x_log,xd_log,task_error,u0,u1
0.0,0.005,"[0.24, 0.0, 0.24]","[0.19798989873223327, 0.0, 0.15514718625761428]",0.09468288445399207,0.0,0.0
0.025,0.030000000000000002,"[0.2399576677846843, 0.0, 0.23569072035897468]","[0.1973078262351447, 0.0, 0.15579785531868617]",0.09056422510321936,-0.10622630628451313,0.10188917549054194
0.049999999999999996,0.05499999999999999,"[0.23954270016764187, 0.0, 0.22615263384805806]","[0.1965947289474681, 0.0, 0.15641675973160254]",0.08190006331325395,-0.1327767111900569,0.13141828059781901
0.075,0.08,"[0.23831445183137384, 0.0, 0.21365440157764384]","[0.1958510027377208, 0.0, 0.15700355591803736]",0.07079874873808024,-0.16877804077082498,0.15945323522539584
0.10000000000000002,0.10500000000000002,"[0.2360600879536465, 0.0, 0.19996867907042665]","[0.19507706047774664, 0.0, 0.15755791812421163]",0.058976954695265156,-0.20312892678392303,0.15366013689954888
0.12500000000000003,0.13000000000000003,"[0.23288207769828503, 0.0, 0.1864697614701967]","[0.19427333181351442, 0.0, 0.15807953860173185]",0.047923272147422244,-0.23589382537146325,0.139965579044797
0.15000000000000005,0.15500000000000005,"[0.23035165122126752, 0.0, 0.17798314319413996]","[0.19344026292660435, 0.0, 0.1585681277784336]",0.04170603564751166,-1.4906297304215763,0.000184384508395901
0.17500000000000007,0.18000000000000008,"[0.23084872844270582, 0.0, 0.18152858403306654]","[0.19257831628651506, 0.0, 0.1590234144191343]",0.04439715200276446,-0.9905157710895054,0.2249321592764862
0.2000000000000001,0.2050000000000001,"[0.23171978066153914, 0.0, 0.19008030519572158]","[0.19168797039392854, 0.0, 0.1594451457762068]",0.05040891613555144,-0.7211573983043822,0.4867503143024155
0.22500000000000012,0.23000000000000012,"[0.23087987259949724, 0.0, 0.1969221967445051]","[0.19076971951507546, 0.0, 0.15983308772988938]",0.054629903788619275,-0.5758482569700967,0.6552390207710841
0.2500000000000001,0.2550000000000001,"[0.22772245535129784, 0.0, 0.19934183723367213]","[0.18982407340734828, 0.0, 0.160187024918255]",0.054492079070494484,-0.4754090295699344,0.7598190257035538
0.27500000000000013,0.28000000000000014,"[0.22211877424274012, 0.0, 0.19700682745458636]","[0.18885155703631493, 0.0, 0.16050676085676724]",0.049385854273310936,-0.41362994765923283,0.8074184925840349
0.30000000000000016,0.30500000000000016,"[0.21416888266878353, 0.0, 0.1910383706350331]","[0.18785271028428968, 0.0, 0.1607921180473566]",0.04009210302002034,-0.3935122496747723,0.8040491635166522
0.3250000000000002,0.3300000000000002,"[0.20434435550121055, 0.0, 0.18337748273905352]","[0.18682808765062286, 0.0, 0.16104293807695672]",0.028384001209778874,-0.4060412986419204,0.7621900299277957
0.3500000000000002,0.3550000000000002,"[0.1935538603885574, 0.0, 0.1760019794983821]","[0.1857782579438767, 0.0, 0.16125908170544573]",0.01666772416110527,-0.43175260706480034,0.6960683432774893
0.3750000000000002,0.3800000000000002,"[0.1829222772602482, 0.0, 0.17025492097278533]","[0.1847038039660568, 0.0, 0.16144042894294391]",0.008992725234746528,-0.4532614902387412,0.6175603462962114
0.40000000000000024,0.40500000000000025,"[0.17342029849697985, 0.0, 0.16661582723202736]","[0.18360532218907594, 0.0, 0.16158687911642497]",0.01135891837975692,-0.46234210714480745,0.5345329486559156
0.42500000000000027,0.43000000000000027,"[0.16561998061446223, 0.0, 0.1648951497612589]","[0.18248342242362886, 0.0, 0.1616983509256034]",0.017163775588337128,-0.45849759213264235,0.4518486357331636
0.4500000000000003,0.4550000000000003,"[0.15968006954612318, 0.0, 0.16457781006146785]","[0.18133872748066227, 0.0, 0.16177478248806768]",0.021839286323106222,-0.4446108970733098,0.3725983020254685
0.4750000000000003,0.4800000000000003,"[0.15547381691913906, 0.0, 0.16509451010514445]","[0.18017187282562763, 0.0, 0.16181613137363351]",0.024914689094332653,-0.4241493840983667,0.29880953972312196
0.5000000000000003,0.5050000000000003,"[0.15273776351226112, 0.0, 0.16596242425823782]","[0.1789835062257094, 0.0, 0.16182237462789864]",0.026570265740526487,-0.40022999631695433,0.23173704063344802
0.5250000000000004,0.5300000000000004,"[0.15117854468891206, 0.0, 0.16683005007333182]","[0.17777428739022375, 0.0, 0.1617935087849856]",0.027068436932774484,-0.3754768233896736,0.17203813219385772
0.5500000000000004,0.5550000000000004,"[0.15052908931951242, 0.0, 0.1674738379582927]","[0.1765448876043878, 0.0, 0.16172954986946583]",0.02664242117463732,-0.3520000272774254,0.11994968311081504
0.5750000000000004,0.5800000000000004,"[0.1505683108941681, 0.0, 0.16777691318963595]","[0.17529598935666263, 0.0, 0.1616305333874638]",0.02548011120103413,-0.3313485610039716,0.07546207074556276
0.6000000000000004,0.6050000000000004,"[0.1511206903284132, 0.0, 0.16770372130842273]","[0.174028285959877, 0.0, 0.16149651430694617]",0.023733675576569236,-0.31448319925455603,0.03845331313862578
0.6250000000000004,0.6300000000000004,"[0.15204752071282504, 0.0, 0.16727570902037645]","[0.17274248116634178, 0.0, 0.16132756702720685]",0.021532807093909728,-0.3018142883158593,0.008762671655939788
0.6500000000000005,0.6550000000000005,"[0.1532365607890443, 0.0, 0.1665498394920415]","[0.1714392887771695, 0.0, 0.1611237853375651]",0.018994245704870377,-0.2933018980062603,-0.013791878101945302
0.6750000000000005,0.6800000000000005,"[0.15459326260193948, 0.0, 0.16560072598069203]","[0.17011943224601495, 0.0, 0.1608852823652992]",0.016226439914736674,-0.28858751653085923,-0.029431879059189203
0.7000000000000005,0.7050000000000005,"[0.15603460843677627, 0.0, 0.16450675917654792]","[0.1687836442774573, 0.0, 0.16061219051284523]",0.013330625639603869,-0.2871235278792428,-0.038448945162838616
0.7250000000000005,0.7300000000000005,"[0.15748548752862632, 0.0, 0.16334025114466932]","[0.167432666420247, 0.0, 0.16030466138429508]",0.010400056398654444,-0.2882784078610966,-0.041230394514317606
0.7500000000000006,0.7550000000000006,"[0.15887706863244905, 0.0, 0.16216128252637257]","[0.1660672486556427, 0.0, 0.15996286570123505]",0.007518758228788908,-0.2914101388293663,-0.038271803839945266
0.7750000000000006,0.7800000000000006,"[0.1601465085361993, 0.0, 0.16101469402637889]","[0.16468814898106696, 0.0, 0.15958699320797165]",0.004760759136664905,-0.2959109619557264,-0.030175697336338486
0.8000000000000006,0.8050000000000006,"[0.1612374089101039, 0.0, 0.1599295463040366]","[0.16329613298931178, 0.0, 0.15917725256619694]",0.002191869225638949,-0.301231409826989,-0.01763944183603994
0.8250000000000006,0.8300000000000006,"[0.16210058709353156, 0.0, 0.15892036846074353]","[0.1618919734435279, 0.0, 0.15873387123915209]",0.0002798229237020768,-0.30689179614290474,-0.0014362136612574533
0.8500000000000006,0.8550000000000006,"[0.1626948910902774, 0.0, 0.1579895812246359]","[0.16047644984823342, 0.0, 0.1582570953653537]",0.0022345123315581934,-0.3124871825112459,0.017607967465738568
0.8750000000000007,0.8800000000000007,"[0.16298792354815655, 0.0, 0.15713057336813804]","[0.1590503480165798, 0.0, 0.15774718962195247]",0.003985563532468162,-0.3176891482152444,0.038639373349841
0.9000000000000007,0.9050000000000007,"[0.16295662521499368, 0.0, 0.15633100005603695]","[0.15761445963411608, 0.0, 0.1572044370778005]",0.005413097572046945,-0.32224551054577627,0.06080295205705178
0.9250000000000007,0.9300000000000007,"[0.1625877044691878, 0.0, 0.15557594842471348]","[0.15616958181929286, 0.0, 0.15662913903630848]",0.006503961009526912,-0.3259778547432445,0.08326929670908398
0.9500000000000007,0.9550000000000007,"[0.16187789688282345, 0.0, 0.15485068130933274]","[0.15471651668095032, 0.0, 0.15602161486818034]",0.007256476541339869,-0.3287763151998852,0.10526132706826094
0.9750000000000008,0.9800000000000008,"[0.16083401431037075, 0.0, 0.15414273493322303]","[0.1532560708730358, 0.0, 0.1553822018341179]",0.007678639523891051,-0.330591304591413,0.12607941649439908
1.0000000000000007,1.0050000000000006,"[0.15947271529307747, 0.0, 0.15344322191541387]","[0.15178905514679836, 0.0, 0.1547112548975941]",0.0077875889007712,-0.3314225329345972,0.1451233760767244
1.0250000000000001,1.03,"[0.15781991439630366, 0.0, 0.1527472835172523]","[0.15031628390070867, 0.0, 0.1540091465277988]",0.007608992631867151,-0.33130637500147864,0.16190964880474237
