# ===== Simulation Performance =====
# wall_clock_time,0.565746
# physics_time,10.005000
# real_time_factor,17.684620
# control_time,0.000117
# ==================================

time,sim_time,task_error,u0,u1
0.0,0.005,0.2704680887881991,0.6771382876598615,0.2902021232827979
0.025,0.030000000000000002,0.26139352824744344,0.49476752367717464,0.5987251999164367
0.049999999999999996,0.05499999999999999,0.23623057159895336,-3.8851357618960116,0.3556525269696895
0.075,0.08,0.21739189691157992,-3.712398988168804,-0.13011297951838705
0.10000000000000002,0.10500000000000002,0.22115535737183833,-4.700546956726188,-1.3748577066043959
0.12500000000000003,0.13000000000000003,0.24040454888187598,-3.1250832563475788,-1.2209273267574723
0.15000000000000005,0.15500000000000005,0.2641830742045174,0.3228985230923157,-0.3891340464637577
0.17500000000000007,0.18000000000000008,0.2723037536832581,-2.5316428465007066,-0.44717371492772406
0.2000000000000001,0.2050000000000001,0.2640395522593474,2.1305308278518997,1.305528404969666
0.22500000000000012,0.23000000000000012,0.23748031575234482,3.0264628479283893,1.199279930945322
0.2500000000000001,0.2550000000000001,0.19281362598624766,-2.454594886275677,0.7873632818540175
0.27500000000000013,0.28000000000000014,0.15890259659296269,-2.210527830449022,0.7687772374018376
0.30000000000000016,0.30500000000000016,0.14263917799791964,-1.6182185455513844,0.47422079039300025
0.3250000000000002,0.3300000000000002,0.13977560840840692,-1.330856353093262,0.5517299779800242
0.3500000000000002,0.3550000000000002,0.14488655317000693,-0.95455882295348,0.5988572534296073
0.3750000000000002,0.3800000000000002,0.15216642246913709,-0.49601091769883376,0.8338528168504349
0.40000000000000024,0.40500000000000025,0.15000024765576075,0.2248853888868312,1.2009783167923276
0.42500000000000027,0.43000000000000027,0.13450210757825404,0.09887061542556035,1.11973543676411
0.4500000000000003,0.4550000000000003,0.11325856698139566,-0.072816948245885,1.034964948553922
0.4750000000000003,0.4800000000000003,0.09710864590994989,-0.2138640125369109,0.9368407973302646
0.5000000000000003,0.5050000000000003,0.091032839630306,-0.22507978278869303,0.7648286430354665
0.5250000000000004,0.5300000000000004,0.09141800681066242,-0.18073513778215555,0.5429406521434921
0.5500000000000004,0.5550000000000004,0.09281904683255074,-0.10636817040046183,0.3135749046637596
0.5750000000000004,0.5800000000000004,0.09229015987881438,-0.021671642415238678,0.10661898891840757
0.6000000000000004,0.6050000000000004,0.08909028962954794,0.05724887414049497,-0.06288317960932144
0.6250000000000004,0.6300000000000004,0.0835410270452431,0.12065966233035567,-0.1931450104537395
0.6500000000000005,0.6550000000000005,0.07634641565924037,0.16562656554314795,-0.29072843409107296
0.6750000000000005,0.6800000000000005,0.06827932905681754,0.1941162864381497,-0.36530155599637365
0.7000000000000005,0.7050000000000005,0.060049477586952546,0.2104226245542842,-0.4262444652447603
0.7250000000000005,0.7300000000000005,0.05225718429160751,0.2190247186873891,-0.4814796539753016
0.7500000000000006,0.7550000000000006,0.04537892263963338,0.22306651580832443,-0.5379906079030378
0.7750000000000006,0.7800000000000006,0.03973352202636851,0.2227844797529328,-0.6035898921192582
0.8000000000000006,0.8050000000000006,0.035363748751215764,0.21184455305373734,-0.6903964432193865
0.8250000000000006,0.8300000000000006,0.0317575754528195,0.16507758817640708,-0.8227944082347569
0.8500000000000006,0.8550000000000006,0.027293799528659044,-0.008032371966002844,-1.0602833547553308
0.8750000000000007,0.8800000000000007,0.01979882627095598,-0.5144408932088733,-1.215429725271755
0.9000000000000007,0.9050000000000007,0.015191651261690765,-1.0166525574508964,-1.2560060102229715
0.9250000000000007,0.9300000000000007,0.04263380695302425,-1.7849393022205433,-1.3166600496343024
0.9500000000000007,0.9550000000000007,0.08481413419792917,-3.2941518584070595,-1.2998555517905348
0.9750000000000008,0.9800000000000008,0.12947354672351494,1.5592635279166225,0.19045866646135906
1.0000000000000007,1.0050000000000006,0.14451567227863762,0.9134862348985715,0.6928947971689736
1.0250000000000001,1.03,0.13143798304262455,3.9814352802347086,1.5926810320682616
1.0499999999999996,1.0549999999999995,0.09407510476786071,2.0177059564208184,1.3732494161019977
1.074999999999999,1.079999999999999,0.04184200590445967,1.1598868219531937,1.1586077632051088
1.0999999999999985,1.1049999999999984,0.02283494465032418,-0.11246664231643197,0.9342437314982175
1.124999999999998,1.129999999999998,0.062498828430264844,-1.4946932805718358,0.49919874472415027
1.1499999999999975,1.1549999999999974,0.07259053134570026,-1.3764390399661142,0.003535980547877543
1.174999999999997,1.1799999999999968,0.058783976586193186,-0.7980748681587674,-0.3648436580886948
1.1999999999999964,1.2049999999999963,0.03352117238221969,0.07396586957748434,-0.49130860466900705
1.2249999999999959,1.2299999999999958,0.0172956058816172,0.542602747229856,-0.47778721462166773
1.2499999999999953,1.2549999999999952,0.015659142378967764,-0.1684461523077938,-0.6158265411432806
1.2749999999999948,1.2799999999999947,0.0191757233597766,-1.6228524614726685,-1.232910356107798
1.2999999999999943,1.3049999999999942,0.043295126236843076,-2.5858756296553977,-1.401282404949748
1.3249999999999937,1.3299999999999936,0.08237018684005908,-2.8288977788606604,-1.0664343817343578
1.3499999999999932,1.354999999999993,0.12060437981625372,0.5960646580535134,0.04522346215331333
1.3749999999999927,1.3799999999999926,0.12865523451989988,1.2059266817043555,0.8521507277637843
1.3999999999999921,1.404999999999992,0.11047962303707423,3.9081269374898664,1.6129171868683545
1.4249999999999916,1.4299999999999915,0.07065896051817444,2.0218780870444264,1.341629343274539
1.449999999999991,1.454999999999991,0.02106434462133408,0.8987214693303318,1.0978978694911365
1.4749999999999905,1.4799999999999904,0.0438043981617581,-0.692249767909177,0.815807476598686
1.49999999999999,1.50499999999999,0.07288647338671937,-1.8079080977287039,0.2543878717558781
1.5249999999999895,1.5299999999999894,0.07277649142341788,-1.3700405938015834,-0.29102774170631407
1.549999999999989,1.5549999999999888,0.05097983552440828,-0.7079027403366062,-0.6598432224555901
1.5749999999999884,1.5799999999999883,0.02321479702480684,0.5528604388598295,-0.7656243331370631
