time,sim_time,u0,task_error,u1,u2,u3,u4,u5,u6,u7,u8
0.0,0.005,2.8448063977185116,0.396313086460692,-1.5011121800513528e-07,11.135638191084617,1.1237527419725384,-1.0818625591008689e-07,8.211582365781815,0.11651123706130187,-2.8290043334776155e-08,2.669829854170493
0.025,0.030000000000000002,0.7327728758159684,0.37564014259751616,-1.9683718576620508e-07,11.601832320549708,0.22087034633977298,-8.80606436595262e-08,5.431345388279824,0.01275394027290181,-2.0773777442579297e-08,0.7501150677995542
0.049999999999999996,0.05499999999999999,0.16582220451541363,0.34784237339336627,-8.102649753754648e-06,14.111773257685298,0.0470625779078971,-0.00045218646693057335,6.809886750847819,-0.001491775591200596,-0.0007636844230882994,1.0353656842156085
0.075,0.08,0.053319907398902015,0.31938174499839705,0.0021040298380728822,12.03562536343062,0.018097929699091075,0.0018669292667070517,5.040443439740616,-0.0032562548952901295,-0.0005562670278346246,0.5705245426361851
0.10000000000000002,0.10500000000000002,0.0868917916029211,0.2895506589547045,0.0004480554631270676,15.420099350964938,-0.031768414479222455,0.00021478111759558335,4.989939347204076,-0.01558195555540139,0.0015819266987233728,0.16707844442447717
0.12500000000000003,0.13000000000000003,0.43932635816217025,0.2605974788880693,-0.00019024857916714145,22.031080390468073,0.15533608219668457,-0.0006406725871131912,6.592917922141393,-0.03173174300162055,0.0007322739047139705,-9.737464756091048e-06
0.15000000000000005,0.15500000000000005,0.7669428239166932,0.24033616057850293,-0.0002977959002282904,25.00000806489709,0.27170576602549645,-0.00021733705989889217,8.357269619213472,-0.008831225906842141,-0.0008949622281868983,-7.381649678007674e-05
0.17500000000000007,0.18000000000000008,0.7801520509483633,0.227198981698267,0.0012871000335954773,23.182952606145545,0.30494240223594044,0.0006419518481016824,8.15014443628212,0.016895226424003526,0.01623176040104193,-2.6805686031208866e-05
0.2000000000000001,0.2050000000000001,0.6573686429053689,0.21422614599082365,-0.0021247500765046727,20.58242008500408,0.2735770855974556,-0.0063940785660881105,8.46455950260275,-0.004917309984096562,0.014317671988264809,0.7932105392399282
0.22500000000000012,0.23000000000000012,0.6688373555648978,0.19948951044565086,-0.004442109842736206,19.3077940245707,0.29677166116702636,-0.0039607120515032825,8.522737376315947,0.012821286482568597,-0.014228901425935341,1.1441167917331143
