# ===== Simulation Performance =====
# wall_clock_time,18.214346
# physics_time,13.330000
# real_time_factor,0.731841
# control_time,0.005761
# ==================================

time,sim_time,lyapunov_V,x_log,xd_log,task_error,u0,u1
0.0,0.005,17.179182759251834,"[0.24, 0.0, 0.24]","[0.19798989873223327, 0.0, 0.15514718625761428]",0.09468288445399207,0.0,0.0
0.025,0.030000000000000002,9.588660102948564,"[0.23944620363800823, 0.0, 0.22524307907261482]","[0.1973078262351447, 0.0, 0.15579785531868617]",0.0812298095059897,0.9999595915452415,0.5419437402954366
0.049999999999999996,0.05499999999999999,4.638647296143164,"[0.2352948316478884, 0.0, 0.1968332480537437]","[0.1965947289474681, 0.0, 0.15641675973160254]",0.055957041355997814,-1.0000109385729141,0.2561984300079706
0.075,0.08,2.411555148184568,"[0.22918359599553592, 0.0, 0.17678775167235516]","[0.1958510027377208, 0.0, 0.15700355591803736]",0.03876178756115498,-0.9999911738263669,0.31985999846674956
0.10000000000000002,0.10500000000000002,1.4156324663057844,"[0.22369690135916284, 0.0, 0.16654607081419978]","[0.19507706047774664, 0.0, 0.15755791812421163]",0.029998036283332332,0.15962973493340685,0.9211752245607459
0.12500000000000003,0.13000000000000003,0.8292311425949493,"[0.21711265966471974, 0.0, 0.15973922647839064]","[0.19427333181351442, 0.0, 0.15807953860173185]",0.02289955153584391,-0.9571718889446845,0.6494064810327812
0.15000000000000005,0.15500000000000005,0.4118500575217449,"[0.21061588446523918, 0.0, 0.15734472764592808]","[0.19344026292660435, 0.0, 0.1585681277784336]",0.017219137118991514,-0.759461674736454,0.7644792476042533
0.17500000000000007,0.18000000000000008,0.1668082205499787,"[0.2036498604186971, 0.0, 0.15719430027373227]","[0.19257831628651506, 0.0, 0.1590234144191343]",0.011221619670429232,-0.6744121980580298,0.7985165990657597
0.2000000000000001,0.2050000000000001,0.08560298006904007,"[0.19625113366913072, 0.0, 0.1586988725383871]","[0.19168797039392854, 0.0, 0.1594451457762068]",0.004623784469635208,-0.6748054944170189,0.7832082681734014
0.22500000000000012,0.23000000000000012,0.184117411499782,"[0.18906775274661897, 0.0, 0.1617084917953837]","[0.19076971951507546, 0.0, 0.15983308772988938]",0.0025325543014519734,-0.7959976369542191,0.6662899165684305
0.2500000000000001,0.2550000000000001,0.38706081778793444,"[0.18233316316368345, 0.0, 0.1646645611343718]","[0.18982407340734828, 0.0, 0.160187024918255]",0.008727088108027794,-0.19922581513886228,0.6416939489684959
0.27500000000000013,0.28000000000000014,0.5981722839533359,"[0.17665511922042124, 0.0, 0.16707451837282147]","[0.18885155703631493, 0.0, 0.16050676085676724]",0.013852383700527809,-0.9830875487161396,0.3796199985731476
0.30000000000000016,0.30500000000000016,0.7225341357673837,"[0.17274192166587535, 0.0, 0.16917281385305138]","[0.18785271028428968, 0.0, 0.1607921180473566]",0.017279235945434342,0.07603965635101467,0.3699661496812183
0.3250000000000002,0.3300000000000002,0.7093702885571891,"[0.17036424620294074, 0.0, 0.16997345810355916]","[0.18682808765062286, 0.0, 0.16104293807695672]",0.01872998299945739,-0.7097972784568002,0.11790837431658038
0.3500000000000002,0.3550000000000002,0.5940897439476829,"[0.16980064583075785, 0.0, 0.17014993095908676]","[0.1857782579438767, 0.0, 0.16125908170544573]",0.018284728307750475,-1.8134293408397136e-05,0.0762911839111959
0.3750000000000002,0.3800000000000002,0.42009200529839674,"[0.1704172931684482, 0.0, 0.16924723169997496]","[0.1847038039660568, 0.0, 0.16144042894294391]",0.016280373461851988,-0.5439389951542132,-0.08595076323725447
0.40000000000000024,0.40500000000000025,0.25372314494399106,"[0.17199043624362528, 0.0, 0.16800747308399613]","[0.18360532218907594, 0.0, 0.16158687911642497]",0.013271382837603561,-0.0901181768598827,-0.08225207218900643
0.42500000000000027,0.43000000000000027,0.12602818004220043,"[0.17390883529843193, 0.0, 0.16639932302639238]","[0.18248342242362886, 0.0, 0.1616983509256034]",0.009778685139628403,-0.281994583075305,-0.11213241496792373
0.4500000000000003,0.4550000000000003,0.051027304099016464,"[0.1758458802672509, 0.0, 0.1648034170479117]","[0.18133872748066227, 0.0, 0.16177478248806768]",0.006272479398687786,-0.2734415062008491,-0.12303662379104174
0.4750000000000003,0.4800000000000003,0.02174976160594211,"[0.17771280994927896, 0.0, 0.16322187870578453]","[0.18017187282562763, 0.0, 0.16181613137363351]",0.002832510510428143,-0.26946195485169977,-0.11616611051788824
0.5000000000000003,0.5050000000000003,0.02963710400856386,"[0.17933185987551098, 0.0, 0.16164017271029602]","[0.1789835062257094, 0.0, 0.16182237462789864]",0.0003931256848746319,-0.29602798324928503,-0.09432050249687646
0.5250000000000004,0.5300000000000004,0.05762393005782296,"[0.18051621482500868, 0.0, 0.1602496276526515]","[0.17777428739022375, 0.0, 0.1617935087849856]",0.0031467022433658317,-0.31373745699617506,-0.04901308065420139
0.5500000000000004,0.5550000000000004,0.08738632195685342,"[0.1811062242785821, 0.0, 0.15913512655958034]","[0.1765448876043878, 0.0, 0.16172954986946583]",0.005247554150861828,-0.3790429042677799,-0.0016436322418491934
0.5750000000000004,0.5800000000000004,0.11055976346815345,"[0.18111264780449193, 0.0, 0.15843452461364832]","[0.17529598935666263, 0.0, 0.1616305333874638]",0.0066368657950127,-0.11236130455858559,0.11180970597815947
0.6000000000000004,0.6050000000000004,0.11779196970138016,"[0.1805118993195822, 0.0, 0.15792793481403355]","[0.174028285959877, 0.0, 0.16149651430694617]",0.007400810887692262,-0.6640401984311329,0.05833445336577874
0.6250000000000004,0.6300000000000004,0.11282834657228143,"[0.17950918423671983, 0.0, 0.1578304841014588]","[0.17274248116634178, 0.0, 0.16132756702720685]",0.007616945544785143,-0.13689000460242837,0.18758533237355945
0.6500000000000005,0.6550000000000005,0.09520098842018071,"[0.1778918243189012, 0.0, 0.15766653257958751]","[0.1714392887771695, 0.0, 0.1611237853375651]",0.007320369632050995,-0.5918627242689368,0.16068281875904092
0.6750000000000005,0.6800000000000005,0.06957372615861743,"[0.17592957558536684, 0.0, 0.15780946266821927]","[0.17011943224601495, 0.0, 0.1608852823652992]",0.006574072743190486,-0.2930993061923128,0.23202444265879937
0.7000000000000005,0.7050000000000005,0.04488377308093859,"[0.17360685142456547, 0.0, 0.1579747935620965]","[0.1687836442774573, 0.0, 0.16061219051284523]",0.00549719836459756,-0.4246816187604148,0.2380407475468411
