time,sim_time,lyapunov_V,task_error,u0,u1
0.0,0.002,12.470765814495914,0.1341640786499874,0.0,0.0
0.01,0.012,4.363448809384987,0.0841706486566996,1.0000069347573786,0.18528955793462557
0.020000000000000004,0.022000000000000006,3.8283577659060275,0.08127473980702285,0.9999736543626128,0.14743508966058314
0.030000000000000013,0.032000000000000015,3.4479415268004665,0.07687479755100823,0.9999893736266545,0.8490137010505024
0.04000000000000002,0.04200000000000002,3.1006420171186906,0.07282622438361888,-1.0029663841928482,1.0015729545982384
0.05000000000000003,0.05200000000000003,2.870901089900014,0.06975737845227788,-0.44919255304736083,0.9999985859079235
0.06000000000000004,0.06200000000000004,2.6596781571766237,0.06714703929675289,-0.6202937461807762,0.9999999535447098
0.07000000000000005,0.07200000000000005,2.480632647216614,0.06475216023046357,-0.5953830770785876,1.0000200048487755
0.08000000000000006,0.08200000000000006,2.3315532707677473,0.06263206993815562,-0.6242222289893481,0.9999988278738255
0.09000000000000007,0.09200000000000007,2.1979753330694045,0.06072782198478645,-0.5459043136341182,1.0000000038558956
0.10000000000000007,0.10200000000000008,2.065805060019013,0.05893986004371335,-0.46800664909884493,1.0000016099280964
0.11000000000000008,0.11200000000000009,1.938553987431599,0.05719990397627673,-0.5949643614703716,1.0000183113989976
0.12000000000000009,0.1220000000000001,1.81797296874475,0.055500961004169166,-0.48233393120251344,1.0000031753164371
0.1300000000000001,0.1320000000000001,1.6963185479219023,0.053810772769487,-0.5454971267066615,0.9999962664635081
0.1400000000000001,0.1420000000000001,1.573310045344334,0.05208909648584193,-0.4397116737374547,0.9999999784210023
0.1500000000000001,0.1520000000000001,1.4494145136031427,0.05030493854188796,-0.49364289614461276,1.0000120156936145
0.16000000000000011,0.16200000000000012,1.332745541053096,0.048467669896456546,-0.4412454943303058,0.9999998809841557
0.17000000000000012,0.17200000000000013,1.215637253140884,0.04659734519126095,-0.4718801367707404,0.9999996971965831
0.18000000000000013,0.18200000000000013,1.1004163960485718,0.04466258711516711,-0.4262673237083293,1.000000000011792
0.19000000000000014,0.19200000000000014,0.9906962617269669,0.04266862570232067,-0.3900881962336148,1.0000010443105856
0.20000000000000015,0.20200000000000015,0.8828550331783633,0.040620398008449764,-0.44026450347631907,1.0000000291140752
0.21000000000000016,0.21200000000000016,0.7808211546624316,0.03851782434372221,-0.4051433095514907,1.0000002017642637
0.22000000000000017,0.22200000000000017,0.6838265049921349,0.036359498301957206,-0.3883176550144224,1.0000003915428102
0.23000000000000018,0.23200000000000018,0.5933698234008984,0.03416375356049863,-0.41416005710134274,1.0000002616302777
0.24000000000000019,0.2420000000000002,0.5095825575298886,0.03194309166462717,-0.3717397320732948,1.000000000023399
0.25000000000000017,0.25200000000000017,0.4322246974263059,0.02969457995394858,-0.37741826819792507,0.9999999999681273
0.2600000000000002,0.2620000000000002,0.36211840536919043,0.02742513221475425,-0.3732750213603449,1.0000006144452578
0.2700000000000002,0.2720000000000002,0.299407595621926,0.025147072208273467,-0.3723185973392123,0.999999999305102
0.2800000000000002,0.2820000000000002,0.24439197668807816,0.022877348984453254,-0.37166424730571085,1.000000000289008
0.2900000000000002,0.2920000000000002,0.19698381943071078,0.020630685161268123,-0.3646793518000446,1.0000000012292651
