# ===== Simulation Performance =====
# wall_clock_time,11.179958
# physics_time,8.005000
# real_time_factor,0.716013
# control_time,0.005949
# ==================================

time,sim_time,lyapunov_V,x_log,xd_log,task_error,u0,u1
0.0,0.005,17.132800282917017,"[0.24, 0.0, 0.24]","[0.19798989873223327, 0.0, 0.15514718625761428]",0.09468288445399207,0.0,0.0
0.025,0.030000000000000002,9.607339868285255,"[0.23944098551461407, 0.0, 0.22519655243804707]","[0.19683585115799968, 0.0, 0.15621400923949044]",0.08107890440605309,1.000000302635352,0.5702117363975834
0.049999999999999996,0.05499999999999999,4.766734392144939,"[0.23530532247238978, 0.0, 0.19692628931578696]","[0.1955963584491211, 0.0, 0.15719196266529603]",0.05617489241795804,-0.99982377513326,0.3185615645814076
0.075,0.08,2.573339724572974,"[0.2291045242976208, 0.0, 0.17711167275612455]","[0.19427333181351442, 0.0, 0.15807953860173185]",0.03969173843932349,-0.9999981975116409,0.3939376994127289
0.10000000000000002,0.10500000000000002,1.6024451313600654,"[0.22288061751140611, 0.0, 0.16647277429132118]","[0.19286881126235683, 0.0, 0.15887536847103678]",0.030958505931788192,-1.0000039950323005,0.6523622935931274
0.12500000000000003,0.13000000000000003,0.9151042623842018,"[0.21587304642955346, 0.0, 0.1607247313638391]","[0.1913849624645365, 0.0, 0.15957822516123524]",0.024514908377359465,-1.0000002546406963,0.8133376703930174
0.15000000000000005,0.15500000000000005,0.4518585053492609,"[0.2081527592368938, 0.0, 0.15910219932087327]","[0.18982407340734828, 0.0, 0.160187024918255]",0.01836076171663141,-0.7423717643906653,0.9184098767480435
0.17500000000000007,0.18000000000000008,0.17660697010541185,"[0.19941328420310528, 0.0, 0.15952606069024491]","[0.18818855086858272, 0.0, 0.16070082901699742]",0.011286040893629744,-0.7178657401762748,0.9417321483891591
0.2000000000000001,0.2050000000000001,0.14149911599337603,"[0.19014532633171394, 0.0, 0.16191016627617305]","[0.18648091670544964, 0.0, 0.1611188452087835]",0.003748878090943074,-0.5544239001293211,0.924008121185258
0.22500000000000012,0.23000000000000012,0.34326003312058095,"[0.18084030048773136, 0.0, 0.16498388908924855]","[0.1847038039660568, 0.0, 0.16144042894294391]",0.005242401065874483,-1.0000070951421378,0.7264868521586799
0.2500000000000001,0.2550000000000001,0.6158479523622009,"[0.172663567690482, 0.0, 0.16832816964979305]","[0.18285995282944062, 0.0, 0.1616650843606695]",0.012180434124944434,-0.13470954892661074,0.6968818125068993
0.27500000000000013,0.28000000000000014,0.8321737243892033,"[0.16604937648013238, 0.0, 0.17074740740673866]","[0.18095220638040874, 0.0, 0.16179246505958939]",0.017386354749553988,-0.6164509172906341,0.44852693865821425
0.30000000000000016,0.30500000000000016,0.8988971455659869,"[0.1616347378589876, 0.0, 0.17221272114783281]","[0.1789835062257094, 0.0, 0.16182237462789867]",0.020222241830382574,-0.33014441415751267,0.28019153613442005
0.3250000000000002,0.3300000000000002,0.7820701012933962,"[0.1593295777217147, 0.0, 0.1723530205515372]","[0.17695688795828687, 0.0, 0.1617547669472108]",0.020568058868983722,-0.2684828515437001,0.139620855652197
0.3500000000000002,0.3550000000000002,0.574673944614738,"[0.15877123851452124, 0.0, 0.17131804108138876]","[0.17487547647661733, 0.0, 0.16158974626366918]",0.01881452099842796,-0.27619799283129304,0.010398515527504423
0.3750000000000002,0.3800000000000002,0.34990041669562993,"[0.15946120258330082, 0.0, 0.1694115436003895]","[0.17274248116634178, 0.0, 0.16132756702720685]",0.015548087922188647,-0.2247852176329167,-0.0575421572279091
0.40000000000000024,0.40500000000000025,0.17535407109252318,"[0.1607409834773603, 0.0, 0.16697620952732747]","[0.17056119095162608, 0.0, 0.16096863349920337]",0.011512056487496796,-0.2431064123371135,-0.08190417322024506
0.42500000000000027,0.43000000000000027,0.07084623929249649,"[0.16205676830794452, 0.0, 0.1644089182176369]","[0.16833496922387825, 0.0, 0.1605134991291428]",0.007388511123077179,-0.24587332909581217,-0.08280273402099413
0.4500000000000003,0.4550000000000003,0.029902688203468194,"[0.16326975841246244, 0.0, 0.16181946480122847]","[0.1660672486556427, 0.0, 0.15996286570123505]",0.003357515730236443,-0.23387020481495127,-0.07548297920066722
0.4750000000000003,0.4800000000000003,0.038808476042895224,"[0.16411215082865271, 0.0, 0.15913990498475683]","[0.16376152590766804, 0.0, 0.1593175822523152]",0.0003930738437272555,-0.26180911242966004,-0.04657419311944629
