# ===== Simulation Performance =====
# wall_clock_time,1.202623
# physics_time,10.010000
# real_time_factor,8.323474
# ==================================

time,sim_time,x_log,xd_log,task_error,u0,u1,u2
0.0,0.01,"[1.7645352600151104e-06, 2.486319227125697e-16, 0.019619730003240746]","[0.42721034696687243, 0.0, 0.30849191342864335]",0.5157075830935466,0.0,0.0,0.0
0.05,0.060000000000000005,"[1.7559566646024047e-06, -2.2357353930823696e-10, 0.01961973000320947]","[0.42538443289453937, 0.0, 0.31013610960023175]",0.5151215280426488,1.8043063122368053,1.75917473206924,1.7589420850265087
0.09999999999999999,0.10999999999999999,"[1.7469513631823105e-06, -6.542182384103514e-10, 0.01961973000317658]","[0.4233796163486163, 0.0, 0.3115960526397527]",0.5142946560831987,1.7943812397289722,1.749497854501526,1.749266485784066
0.15,0.16,"[1.7403301596270332e-06, -9.976046286047873e-10, 0.01961973000315262]","[0.42119898861090516, 0.0, 0.312869491420858]",0.5132275757700604,1.7837307808141174,1.739113758960895,1.738883765182649
0.20000000000000004,0.21000000000000005,"[1.7344064538484952e-06, -1.1345768310663888e-09, 0.019619730003131212]","[0.41884591205132227, 0.0, 0.31395446239324776]",0.5119212633190456,1.772370459032464,1.7280375667051575,1.727809039076499
0.25000000000000006,0.26000000000000006,"[1.7278657711332203e-06, -1.3090420633572332e-09, 0.019619730003107842]","[0.4163240149433682, 0.0, 0.314849292610323]",0.5103770580215854,1.7603180937180827,1.7162866268917438,1.716059652574746
0.3000000000000001,0.3100000000000001,"[1.722004975681751e-06, -1.4529061557257042e-09, 0.019619730003086946]","[0.41363718586959264, 0.0, 0.3155526023087475]",0.5085966593260078,1.7475913764868563,1.7038782159488994,1.703652883050906
0.35000000000000014,0.36000000000000015,"[1.7155260638951126e-06, -1.621647689008226e-09, 0.019619730003063798]","[0.4107895677256821, 0.0, 0.31606330703594315]",0.506582129450718,1.7342108682119066,1.6908323537316485,1.6906087449807767
0.4000000000000002,0.4100000000000002,"[1.7097268969199132e-06, -1.7483457248487047e-09, 0.019619730003043533]","[0.4077855513324151, 0.0, 0.31638061932223727]",0.5043358869880996,1.7201963090211678,1.6771683140998617,1.6769465132337467
0.45000000000000023,0.46000000000000024,"[1.7033157944130778e-06, -1.9354270798318313e-09, 0.01961973000302085]","[0.40462976866533445, 0.0, 0.3165040498950837]",0.5018607084304213,1.7055701663555884,1.662907974616544,1.6626880584004333
