# ===== Simulation Performance =====
# wall_clock_time,7.194264
# physics_time,6.432000
# real_time_factor,0.894046
# control_time,0.000364
# ==================================

time,sim_time,x_log,xd_log,task_error,u0,u1,u2
0.0,0.002,"[1.7645352600151104e-06, 2.486319227125697e-16, 0.019619730003240746]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.3273556580334094,1.088861505766909,1.061624673729592,1.0614842578969528
0.01,0.012,"[1.7638508653957341e-06, -1.6560956666727618e-11, 0.01961973000323836]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.3273556585656064,1.088862667931707,1.0616258320578236,1.061485415906549
0.020000000000000004,0.022000000000000006,"[1.7625358214923922e-06, -4.8311702601928016e-11, 0.019619730003233526]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.3273556595882073,1.0888630475585575,1.0616262146637676,1.0614857985244333
0.030000000000000013,0.032000000000000015,"[1.7609543459261217e-06, -8.643900667309346e-11, 0.01961973000322787]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.32735566081799,1.0888630515106623,1.061626221071107,1.0614858049908404
0.04000000000000002,0.04200000000000002,"[1.7592611962298804e-06, -1.272249218746572e-10, 0.019619730003221397]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.32735566213461276,1.0888628951198962,1.0616260669449915,1.0614856509441124
0.05000000000000003,0.05200000000000003,"[1.7575230886749273e-06, -1.7722355006481123e-10, 0.01961973000321515]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.3273556634861952,1.088862645848602,1.0616258198499469,1.0614854039646537
0.06000000000000004,0.06200000000000004,"[1.7557677652463105e-06, -2.35279831435395e-10, 0.019619730003208682]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.3273556648511652,1.0888623800054191,1.0616255561291232,1.0614851404078351
0.07000000000000005,0.07200000000000005,"[1.754006420985813e-06, -2.967924386176096e-10, 0.019619730003202378]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.3273556662208169,1.0888621089126804,1.0616252871625536,1.0614848715826186
0.08000000000000006,0.08200000000000006,"[1.7522441799474356e-06, -3.6155459692632607e-10, 0.019619730003195758]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.32735566759116624,1.0888618249846007,1.0616250053885112,1.0614845899006886
0.09000000000000007,0.09200000000000007,"[1.7504847758879376e-06, -4.3651705416614783e-10, 0.019619730003189423]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.32735566895930923,1.0888615318619805,1.0616247143204278,1.061484299062399
0.10000000000000007,0.10200000000000008,"[1.7487306029803281e-06, -5.245918537220032e-10, 0.019619730003182838]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.3273556703233846,1.0888612214712194,1.0616244060473514,1.0614839909360418
0.11000000000000008,0.11200000000000009,"[1.746995624439796e-06, -6.471951807704888e-10, 0.019619730003176725]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.3273556716725339,1.0888608207588997,1.0616240075748784,1.0614835926148103
0.12000000000000009,0.1220000000000001,"[1.745472929081518e-06, -8.360076381134248e-10, 0.019619730003171184]","[0.2545584412271571, 0.0, 0.2254415587728429]",0.32735567285660816,1.0888601339744357,1.0616233223118596,1.0614829087900828
