# ===== Simulation Performance =====
# wall_clock_time,8.929858
# physics_time,7.832000
# real_time_factor,0.877058
# control_time,0.000397
# ==================================

time,sim_time,x_log,xd_log,task_error,u0,u1,u2
0.0,0.002,"[1.7645352600151104e-06, 2.486319227125697e-16, 0.019619730003240746]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876676864576202,4.429635420955302,4.416738219748707,4.412225534633547
0.01,0.012,"[1.7638508653957341e-06, -1.6560956666727618e-11, 0.01961973000323836]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766768689425627,4.42963622432593,4.416739020011187,4.412226333961734
0.020000000000000004,0.022000000000000006,"[1.7625358214923922e-06, -4.8311702601928016e-11, 0.019619730003233526]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766768773323976,4.429636288963699,4.416739083180051,4.412226397022216
0.030000000000000013,0.032000000000000015,"[1.7609543459261217e-06, -8.643900667309346e-11, 0.01961973000322787]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876676887422036,4.429636043989749,4.4167388374285625,4.412226151507752
0.04000000000000002,0.04200000000000002,"[1.7592611962298804e-06, -1.272249218746572e-10, 0.019619730003221397]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766768982241465,4.429635667318568,4.4167384602776965,4.412225774740708
0.05000000000000003,0.05200000000000003,"[1.7575230886749273e-06, -1.7722355006481123e-10, 0.01961973000321515]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.487667690931308,4.4296352114512905,4.416738004063478,4.412225318949902
0.06000000000000004,0.06200000000000004,"[1.7557677652463105e-06, -2.35279831435395e-10, 0.019619730003208682]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.487667692051185,4.4296347387204715,4.4167375310321555,4.412224846385646
0.07000000000000005,0.07200000000000005,"[1.754006420985813e-06, -2.967924386176096e-10, 0.019619730003202378]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766769317490305,4.429634259751054,4.416737051781967,4.412224367621516
0.08000000000000006,0.08200000000000006,"[1.7522441799474356e-06, -3.6155459692632607e-10, 0.019619730003195758]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876676942991935,4.4296337683172675,4.41673656008037,4.412223876402847
0.09000000000000007,0.09200000000000007,"[1.7504847758879376e-06, -4.3651705416614783e-10, 0.019619730003189423]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876676954216738,4.42963326670414,4.416736058201586,4.4122233750081215
0.10000000000000007,0.10200000000000008,"[1.7487306029803281e-06, -5.245918537220032e-10, 0.019619730003182838]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876676965408169,4.429632743640858,4.416735534881065,4.41222285216134
0.11000000000000008,0.11200000000000009,"[1.746995624439796e-06, -6.471951807704888e-10, 0.019619730003176725]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766769764771384,4.4296321313919265,4.4167349224470405,4.4122222401550335
0.12000000000000009,0.1220000000000001,"[1.745472929081518e-06, -8.360076381134248e-10, 0.019619730003171184]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876676986191767,4.4296312996153215,4.4167340913535975,4.412221409777782
0.1300000000000001,0.1320000000000001,"[1.744368387341063e-06, -9.352259171480315e-10, 0.019619730003167184]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876676993238621,4.429630945183551,4.416733737691148,4.412221057032899
0.1400000000000001,0.1420000000000001,"[1.7432356770844545e-06, -9.052836663244578e-10, 0.019619730003163034]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766770004651877,4.42963102601438,4.416733817832848,4.412221137272787
0.1500000000000001,0.1520000000000001,"[1.7419766600116978e-06, -9.782478171920945e-10, 0.01961973000315854]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876677008497577,4.429630453405064,4.416733245569478,4.412220565320017
0.16000000000000011,0.16200000000000012,"[1.7407642966874265e-06, -9.92870034478088e-10, 0.01961973000315418]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766770162323203,4.429630327704439,4.416733119442109,4.412220439378918
0.17000000000000012,0.17200000000000013,"[1.7395595022172075e-06, -1.0235723212143311e-09, 0.019619730003149777]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876677023918777,4.42963009741828,4.416732889043019,4.412220209304439
0.18000000000000013,0.18200000000000013,"[1.738352324774257e-06, -1.0558073437029226e-09, 0.019619730003145507]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766770316204344,4.429629821940468,4.416732613532407,4.412219934121679
0.19000000000000014,0.19200000000000014,"[1.73713216788717e-06, -1.0881621300270404e-09, 0.019619730003141017]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766770394049014,4.429629476909512,4.416732268488379,4.412219589318561
0.20000000000000015,0.20200000000000015,"[1.7359266331438903e-06, -1.122132006643777e-09, 0.019619730003136722]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766770470960785,4.429629137853805,4.416731929554453,4.412219250750267
0.21000000000000016,0.21200000000000016,"[1.734732190380657e-06, -1.1524050330705283e-09, 0.01961973000313242]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876677054716491,4.429628837202381,4.416731628976935,4.412218950539843
0.22000000000000017,0.22200000000000017,"[1.7335178556162653e-06, -1.1820839885085387e-09, 0.019619730003128052]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766770624638134,4.42962851155733,4.416731303346105,4.412218625199892
0.23000000000000018,0.23200000000000018,"[1.7323043072762682e-06, -1.215848171503226e-09, 0.01961973000312372]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876677070206117,4.429628301713132,4.4167310931973285,4.412218415251135
0.24000000000000019,0.2420000000000002,"[1.7310901060541376e-06, -1.2421082118926009e-09, 0.01961973000311935]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766770779525864,4.429628088217833,4.416730879560587,4.412218201952483
0.25000000000000017,0.25200000000000017,"[1.7298881850322844e-06, -1.2704993250340589e-09, 0.019619730003114955]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.487667708562071,4.429627777866416,4.416730569301536,4.412217892071399
0.2600000000000002,0.2620000000000002,"[1.7286933597706128e-06, -1.308220458746646e-09, 0.019619730003110788]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876677093243562,4.429627396277436,4.41673018775664,4.4122175107386585
0.2700000000000002,0.2720000000000002,"[1.727494795923213e-06, -1.3404810708548354e-09, 0.019619730003106555]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766771008902665,4.429627086371403,4.416729877865124,4.412217201155293
0.2800000000000002,0.2820000000000002,"[1.7262816144617269e-06, -1.369047821129569e-09, 0.019619730003102173]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766771086302296,4.42962685569633,4.416729646947893,4.412216970454547
0.2900000000000002,0.2920000000000002,"[1.7250831816671927e-06, -1.3990455632552073e-09, 0.01961973000309793]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876677116276098,4.429626578942513,4.416729370260489,4.4122166941826215
0.3000000000000002,0.3020000000000002,"[1.7238899367168828e-06, -1.423736990166618e-09, 0.019619730003093486]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.487667712388887,4.429626373258132,4.416729164400557,4.412216488614875
0.3100000000000002,0.3120000000000002,"[1.722693267708094e-06, -1.4647500541951984e-09, 0.019619730003089565]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766771315234836,4.429626057329167,4.416728848414005,4.412216172875066
0.32000000000000023,0.32200000000000023,"[1.721486720875936e-06, -1.489148149836567e-09, 0.019619730003085152]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766771392211195,4.429625695374518,4.416728486488732,4.412215811177764
0.33000000000000024,0.33200000000000024,"[1.720292457453018e-06, -1.517668010631779e-09, 0.019619730003080822]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.48766771468403886,4.429625483134856,4.416728274217895,4.4122155993397065
0.34000000000000025,0.34200000000000025,"[1.7190885045856365e-06, -1.5423190532276482e-09, 0.01961973000307663]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876677154521473,4.42962526544393,4.416728056285587,4.412215381632899
0.35000000000000026,0.35200000000000026,"[1.7178868787315596e-06, -1.5752405739152157e-09, 0.019619730003072287]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876677162187714,4.429624941863831,4.416727732744668,4.412215058412809
0.36000000000000026,0.36200000000000027,"[1.7167069313293032e-06, -1.5969345057480458e-09, 0.01961973000306806]","[0.3111269837220809, 0.0, 0.39514718625761425]",0.4876677169715648,4.4296247554543005,4.416727546036836,4.412214871895155
