time,V,task_error,u0,u1,u2
0.0,38.13041433159049,0.2345986198736884,0.013297922480754936,-4.335588003687958,-2.8477592886101344
0.01,45.22479950150004,0.23221778185446776,-1.1411093035296747,-2.4491778458526063,-2.872024002709728
0.020000000000000004,61.77279742312021,0.22778260106602283,-21.31532092500902,-17.77802860037518,-21.22673505775826
0.030000000000000013,65.06067193657609,0.22233309868445914,-31.267135363683156,-23.686353941493522,-26.880297583153435
0.04000000000000002,101.65959280016929,0.21758564892910592,-3.331294278347785,-2.4684553744468443,-2.6930978270880184
0.05000000000000003,31.020323322641794,0.2101104081582439,-4.426503838672597,-5.369800546139461,-5.4944226116460895
0.06000000000000004,237.21757030485355,0.20462703884375583,0.025020672020167434,-4.015745991671282,-3.9584488117520644
0.07000000000000005,333.60984114589616,0.19188874171307302,-16.94467405415385,-10.307062628892881,-9.961549571908243
0.08000000000000006,466.0503371572693,0.1762106127400114,-1.673967600723439,-0.08163541541847427,0.002018723907646446
0.09000000000000007,214.23036077124675,0.15833261857205336,0.05037263610722006,-5.033325621593908,-6.007524938152058
0.10000000000000007,15.814852203817269,0.14786780874444738,0.005164885287050915,-7.28733231998704,-8.874739026341885
0.11000000000000008,14.217008734983725,0.14465698259694473,-57.35566137919853,-42.05580333275141,-41.49820560665353
0.12000000000000009,131.14243468856685,0.14837628064213593,-23.7381622708787,-16.158178687752137,-15.12772908088311
0.1300000000000001,78.99954645975897,0.14552013506036987,-16.685891719667936,-12.833337648366067,-13.825333450811426
0.1400000000000001,31.383415064247984,0.15173482574080163,-24.290506666332632,-17.75787476883404,-17.34166219847435
0.1500000000000001,25.516647853865862,0.15513041577163034,7.046579502817e-07,-1.739175178832874,-1.1279905817643445
0.16000000000000011,17.984460456567515,0.15821914785060384,-27.759771824942696,-23.655874851439595,-23.9352687753948
0.17000000000000012,59.59163679795218,0.16116054361584717,-13.553609729940465,-12.179377753941731,-12.07894586655298
0.18000000000000013,33.31533226648929,0.1673940392163485,-34.778859095252095,-27.437418333100922,-27.387568891170393
0.19000000000000014,20.791925055416296,0.16777536662624185,-26.98116223187742,-26.155043200304807,-25.94417735599481
0.20000000000000015,63.498221954212404,0.1683029236216405,-30.173463167735896,-25.8007957139499,-25.220597636148664
0.21000000000000016,24.788073841529368,0.16577575071609246,-13.950715421132571,-13.13639546133597,-12.718478263186794
0.22000000000000017,19.096955894048207,0.16459435860369384,-0.0008302974074430754,-2.4078463087202535,-2.1739072786340596
0.23000000000000018,19.014259708775995,0.1632569107120441,0.006031639767611453,-3.707432895845183,-4.738184124850635
0.24000000000000019,17.774017116688114,0.16112621856573095,0.005026663684349208,-3.8220750644072647,-3.80244886129181
0.25000000000000017,20.703597540016926,0.15986268356149322,0.005103875820616462,-3.9450427018685716,-4.210995089820099
0.2600000000000002,17.56222607213554,0.15774692506918225,0.006437356727717157,-5.899431131147114,-6.237484662764801
0.2700000000000002,25.864647278874212,0.15690226070787933,0.0012990257113355355,-1.4729957589030582,-1.603782018790234
0.2800000000000002,23.65188504619353,0.15302463398191357,-2.7472548239450005,-2.341286619851554,-3.130146123248003
0.2900000000000002,15.582115470840105,0.15102844643110963,-18.1096037895986,-17.24806789822103,-17.79262874118552
0.3000000000000002,18.239474921117406,0.14861126061054863,0.002517576684023631,-1.335435132090324,-1.920103807192393
0.3100000000000002,22.412010520941916,0.14605822051792844,-0.006290460076919818,-0.41389860449236765,-0.11338572027620668
0.32000000000000023,431.68269839277633,0.14016215074704091,-9.848789086294517e-05,-4.552592801912896,-5.210797764043885
0.33000000000000024,202.6349613946238,0.12920277912694972,0.008125802844410581,-0.29098176806556947,-0.7592205417219738
0.34000000000000025,32.98879842567346,0.12293545936667952,-0.5812450071964371,-0.21106016349848197,0.002618553217837429
0.35000000000000026,43.8670742054463,0.12086768595178496,0.009990244202332882,-10.868852249354958,-11.960690411171955
0.36000000000000026,115.52645137386072,0.11779608337260031,-48.12109006702157,-40.812795553800235,-40.81600063907662
0.3700000000000003,18.540819564047407,0.11745547268903121,0.0009136714742373828,-6.726218250308766,-7.093538510747376
0.3800000000000003,36.68555385355788,0.1178872133422031,0.0030787167906274966,-5.768245148276963,-4.968135067053167
0.3900000000000003,13.27493619068068,0.11866657634155275,-20.599300131103377,-17.920315063760963,-17.801800259148393
0.4000000000000003,58.57268027954231,0.11922301012955559,0.0073487144012991945,-2.6303547696436516,-2.712086252607591
0.4100000000000003,10.298840640844244,0.1202889274686963,-4.49362577698256,-2.867609967141115,-2.2760120662392853
0.4200000000000003,61.6788092903009,0.12100227366355189,-84.37244422040386,-74.41518882661201,-73.05291989317011
0.4300000000000003,31.29816716383431,0.12399833735488494,-29.89505312910847,-26.122588284392748,-28.226949435673152
0.44000000000000034,244.66290728798847,0.1267696800371157,-25.27409775510463,-24.9408616598291,-24.82959505348286
0.45000000000000034,119.89690769110335,0.1329701507658585,-0.000173593562148701,-3.0224341702883106,-1.447875980364088
0.46000000000000035,28.915414889878285,0.13862785340981978,-21.377651940081098,-20.686904996408728,-20.546266692209066
0.47000000000000036,14.855687871002582,0.14065304929127634,-2.3288300844521665,-3.2011866816012837,-2.6782531524378608
0.48000000000000037,131.2596427276401,0.14149183706375995,0.022804373193357184,-19.45387154429631,-19.27518003524843
0.4900000000000004,26.97113478336214,0.1410172541484546,-69.8368336186605,-64.93481695909293,-64.61118571406112
0.5000000000000003,28.411317806950624,0.14391639003660095,0.0019788857675249343,-1.4844889552813534,-1.624873032858132
0.5100000000000003,21.75906241823706,0.14474013047751308,-66.85480037098066,-61.88682958570775,-61.831415447242605
0.5200000000000004,57.578969791308054,0.14312231389489335,0.022314457577161554,-5.880414856793257,-6.212651044313613
0.5300000000000004,13.39011706168832,0.14013593276889544,0.007022336671190976,-9.54978299095048,-9.216443331801374
0.5400000000000004,17.62794493592795,0.13819742716841493,-99.9990170951141,-91.52559897933153,-91.3787617046308
0.5500000000000004,34.69712207135529,0.14067619638553744,-18.8982061771547,-18.750829902569148,-18.096018328234074
0.5600000000000004,134.67606603174394,0.1428184827772915,3.270905987019209e-05,-4.4477247646434686,-4.123401628855696
0.5700000000000004,86.89710921275889,0.14682023324209764,-3.6080404481297895e-05,-3.566096534387785,-3.2421910904827964
