time,V,V_dot,q_vel_0,q_vel_1,q_vel_2,q_vel_3,stability_bound,task_error,u_0 (A Flexor),u_1 (A Extensor),u_2 (B Flexor),u_3 (B Extensor),tau_0,tau_1,tau_2,tau_3
0.0,23.971583176753246,[-479.4183455],0.0,0.0,0.0,0.0,-479.4183463161039,0.18601075237738274,0.0,0.612134345432973,0.4020859088687761,-0.0,-0.0612134345432973,-0.0612134345432973,0.040208590886877615,0.040208590886877615
0.002,23.666965236912166,[-473.32676828],0.6535341110610334,-3.177450524069666,3.37551916134718,2.860352976193021,-473.3268679470897,0.18601075237738274,0.0,0.9997056088001933,0.30897567391298086,-0.0,-0.09997056088001934,-0.09997056088001934,0.03089756739129809,0.03089756739129809
0.004,23.662261669960067,[-473.2335181],0.6088238937058719,-4.203067583990306,4.987182654840592,3.280261130434129,-473.2334708210819,0.18592872488101103,0.0,1.0001162813288882,0.6691032409940156,-0.0,-0.10001162813288883,-0.10001162813288883,0.06691032409940156,0.06691032409940156
0.006,23.423181048747637,[-468.45307822],0.32083323282849174,-5.347088400981818,7.02878078653074,5.904754709738193,-468.4531145194771,0.18585214343897147,0.0,0.9999997458709885,0.7873327847529609,-0.0,-0.09999997458709886,-0.09999997458709886,0.0787332784752961,0.0787332784752961
0.008,23.207587763103763,[-464.14202412],-0.23643055572255994,-5.596831492405665,8.476002112522472,7.416345800353972,-464.14202671840275,0.1857171461191508,0.0,0.9998979921895486,0.9910537050576835,-0.0,-0.09998979921895486,-0.09998979921895486,0.09910537050576836,0.09910537050576836
0.01,22.903315761662853,[-356.67726631],-0.7556980743801702,-6.0194989942908,10.108721638878535,9.24196604999839,-356.6772795360213,0.18553349619508455,0.0,0.9999999372587205,1.000000000723252,-0.0,-0.09999999372587205,-0.09999999372587205,0.10000000007232519,0.10000000007232519
0.012,22.69453916250458,[-186.75784779],-1.2971485754248122,-5.8272436632003695,10.947056082195441,9.869281971815429,-186.75775908524514,0.18527951458083666,0.0,0.999999360252626,1.0000002507061538,-0.0,-0.09999993602526261,-0.09999993602526261,0.1000000250706154,0.1000000250706154
0.014,22.542200461688857,[-115.08177834],-1.680267688144508,-5.623702614783909,11.393430841605095,10.126191791571335,-115.08172185049506,0.18498542308689753,0.0,0.9999994509073304,1.0000001986652083,-0.0,-0.09999994509073305,-0.09999994509073305,0.10000001986652084,0.10000001986652084
0.016,22.424142745851317,[-78.71345677],-1.9321440361675608,-5.495082776245472,11.632461644322321,10.248083374733408,-78.71355487840822,0.1846691519832309,0.0,1.0001057800682291,0.9999713236186256,-0.0,-0.10001057800682292,-0.10001057800682292,0.09999713236186257,0.09999713236186257
0.018000000000000002,22.329046842550035,[-56.75067517],-2.099432832363549,-5.424478222625305,11.752533456018286,10.303653652133427,-56.75057920511432,0.18434121885883717,0.0,1.0001452059057054,0.9999600816425188,-0.0,-0.10001452059057055,-0.10001452059057055,0.09999600816425189,0.09999600816425189
0.020000000000000004,22.250327571916525,[-42.3758763],-2.2150107562936974,-5.390720116635808,11.802940522058112,10.3223935715527,-42.37587645534853,0.18400817745843306,0.0,0.9999999920410102,1.0000000020027189,-0.0,-0.09999999920410102,-0.09999999920410102,0.10000000020027189,0.10000000020027189
0.022000000000000006,22.1839800230338,[-32.42398073],-2.2993819423540764,-5.379326058533795,11.812515522088326,10.32001257392376,-32.42398064527282,0.18367424838723787,0.0,0.9999999937923354,1.0000000017516053,-0.0,-0.09999999937923354,-0.09999999937923354,0.10000000017516053,0.10000000017516053
0.024000000000000007,22.1276692169452,[-25.10340307],-2.3649655677162573,-5.381001290594563,11.797862365587829,10.304840274738332,-25.103096979485656,0.18334223497290783,0.0,1.0003771969985151,0.9998982874587533,-0.0,-0.10003771969985152,-0.10003771969985152,0.09998982874587534,0.09998982874587534
0.02600000000000001,22.080067304887958,[-19.40666678],-2.419131880547483,-5.390158376961414,11.768606556412173,10.281550736733923,-19.40919923760032,0.183014108869725,0.0,0.9970876079341635,1.0007715714341228,-0.0,-0.09970876079341635,-0.09970876079341635,0.10007715714341228,0.10007715714341228
0.02800000000000001,22.039691585479463,[-14.76479946],-2.468406497456642,-5.395927952976913,11.724278353161303,10.253998002953622,-14.764807156784059,0.18269136027009417,0.0,1.0000518312404625,0.9999865698906714,-0.0,-0.10000518312404626,-0.10000518312404626,0.09999865698906714,0.09999865698906714
0.030000000000000013,22.006616802757968,[-11.75645702],-2.508633434568676,-5.420046722546501,11.6888805708301,10.224517139264142,-11.756456397694706,0.18237500157495173,0.0,0.9999995654544114,1.0000001092966597,-0.0,-0.09999995654544114,-0.09999995654544114,0.10000001092966598,0.10000001092966598
0.032000000000000015,21.980869019102734,[-6.98602591],-2.5485490492173866,-5.439415645730541,11.645454961895846,10.194235827851315,-6.988362489725034,0.18206599755921263,0.0,0.9979345881819293,1.0004984223942008,-0.0,-0.09979345881819293,-0.09979345881819293,0.1000498422394201,0.1000498422394201
0.034000000000000016,21.961889544538767,[-3.19626206],-2.5886263795688276,-5.452814510999331,11.594827977088423,10.16203179243846,-3.1915862976023277,0.1817653067759251,0.0,1.0038864627010964,0.9991017395627629,-0.0,-0.10038864627010964,-0.10038864627010964,0.0999101739562763,0.0999101739562763
0.03600000000000002,21.9509595096802,[-0.28813135],-2.624229697300409,-5.475325979034636,11.54936003220331,10.124230805911107,-0.2876818897096882,0.18147371507983526,0.0,1.0001694908687009,0.9999628732581551,-0.0,-0.10001694908687009,-0.10001694908687009,0.09999628732581552,0.09999628732581552
0.03800000000000002,21.94596948304923,[3.28890012],-2.659959371320934,-5.4988627175462295,11.504961404499333,10.096074088492788,3.2946686349237098,0.18119231832350183,0.0,1.004401086483814,0.999083093462075,-0.0,-0.1004401086483814,-0.1004401086483814,0.09990830934620751,0.09990830934620751
0.04000000000000002,21.94936380708464,[7.30375921],-2.696397561994168,-5.517503308674789,11.456046926024973,10.059222044357561,7.3037948339467675,0.1809215461729359,0.0,1.000008703729685,0.9999983220808324,-0.0,-0.10000087037296851,-0.10000087037296851,0.09999983220808324,0.09999983220808324
0.04200000000000002,21.95876936980833,[10.52403779],-2.7318361191255396,-5.540888567626295,11.411779430391112,10.031221384620647,10.524037479944639,0.1806625869094768,0.0,0.9999999870679124,1.000000002090838,-0.0,-0.09999999870679124,-0.09999999870679124,0.1000000002090838,0.1000000002090838
0.044000000000000025,21.975812633850875,[14.50613238],-2.7679664765665613,-5.562278030963062,11.366839321285205,9.999998528390577,14.508070433873684,0.18041581907732812,0.0,1.0013610645231357,0.9997709955847702,-0.0,-0.10013610645231358,-0.10013610645231358,0.09997709955847703,0.09997709955847703
0.04600000000000003,22.000761977326015,[18.34371618],-2.8040858558297947,-5.582925907495332,11.32086592724682,9.966803083560906,18.344459064884177,0.1801821380995758,0.0,1.0005358354758904,0.9999179776272099,-0.0,-0.10005358354758905,-0.10005358354758905,0.09999179776272099,0.09999179776272099
0.04800000000000003,22.03321304821341,[22.06853881],-2.839944359350744,-5.604797850375811,11.275801721843932,9.93539752934095,22.068525085988085,0.179962482301569,0.0,1.000005591933286,0.9999992068685188,-0.0,-0.1000005591933286,-0.1000005591933286,0.09999992068685189,0.09999992068685189
0.05000000000000003,22.073444326097224,[25.95459566],-2.8759743481336493,-5.626890763148682,11.231174109876113,9.90412781570065,25.949504829214504,0.1797576107526734,0.0,0.9961970428585423,1.0004633414321902,-0.0,-0.09961970428585423,-0.09961970428585423,0.10004633414321902,0.10004633414321902
0.05200000000000003,22.120870972573368,[29.89541811],-2.915188226231566,-5.638141899643418,11.178026078451918,9.871997906227396,29.89975620380625,0.17956834111749276,0.0,1.0033340200193175,0.9996506778208952,-0.0,-0.10033340200193175,-0.10033340200193175,0.09996506778208952,0.09996506778208952
0.054000000000000034,22.177175134290998,[33.09349252],-2.9482528153238396,-5.668447884315211,11.139309202428015,9.837669161487351,33.093548230411784,0.17939540910935672,0.0,1.0000203478439642,0.9999982628991475,-0.0,-0.10000203478439643,-0.10000203478439643,0.09999982628991476,0.09999982628991476
0.056000000000000036,22.241475595409888,[37.62778517],-2.984161749542877,-5.693565130283257,11.096727240835838,9.808380253276386,37.631770005015426,0.1792397543406465,0.0,1.0031706422672486,0.9997844924497429,-0.0,-0.10031706422672487,-0.10031706422672487,0.09997844924497429,0.09997844924497429
