# ===== Simulation Performance =====
# wall_clock_time,2.058625
# physics_time,39.982500
# real_time_factor,19.421940
# control_time,0.000201
# ==================================

time,sim_time,x_log,xd_log,task_error,u0,u1,u2,u3,u4,u5,u6,u7,u8
0.0,0.0075,"[0.0, 0.0, 0.2575]","[0.2651650429449553, 0.0, 0.5055456351736993]",0.3630965947633273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0375,0.045,"[0.07851561028784831, -1.603949573921164e-05, 0.2751309246528578]","[0.2645329165483208, 0.0, 0.5061630406989247]",0.2966113233347492,-1.3791182922867775,0.0007027576956227218,14.375010433666686,-0.7078353748433985,0.0004130814059234522,12.670896322527224,-0.08158679410459335,0.0001249824193768722,7.721528603783981
0.07500000000000001,0.08250000000000002,"[0.15417437607694706, -6.066217148718247e-05, 0.3558180846656308]","[0.2638861570129142, 0.0, 0.5067656396632092]",0.18660611703743166,0.8616741383088817,0.009026609871764664,11.818686624715497,0.5799739442860302,0.005225753066908164,8.366292146081705,0.16035531681467174,0.004986756306095935,2.5396353217987144
0.11250000000000004,0.12000000000000005,"[0.2360546025590055, 0.0002465601587740387, 0.43587039698439334]","[0.2632248541023018, 0.0, 0.5073533484320192]",0.07647284294768648,-0.7576061954822138,-0.02383348387821752,6.245298524187049,-0.3150794911347763,-0.018059017537595173,5.1428273995016855,0.015671156628316245,0.007668189318540249,2.505114706497724
0.15000000000000008,0.15750000000000008,"[0.2561022411257741, 0.00018317714137048658, 0.5002040834850932]","[0.2625490995985205, 0.0, 0.5079260854374273]",0.010061056216153238,-0.5247613659707016,-0.01899262071017164,2.7257139526813483,-0.449796315873654,-0.0023912054586039833,1.3845278541443204,-0.13031028160494962,-0.04815051131518987,0.32122001987566257
0.1875000000000001,0.19500000000000012,"[0.27606805022943126, -0.00011801260190157544, 0.5151100972462921]","[0.26185898728933976, 0.0, 0.5084837711894324]",0.015678634941266614,0.12453514308873008,0.003348210035721203,3.7794333583150133,0.03341267587767159,0.006037477780846566,1.3699577980268205,-0.054033605269668834,-0.014196903735883832,0.43758120471719664
0.22500000000000014,0.23250000000000015,"[0.28580621509561105, -0.0002026839815474765, 0.5093276078895966]","[0.2611546129552444, 0.0, 0.5090263282869927]",0.024654276267663002,0.5052873290505785,0.0028861945538501514,4.655672949669809,0.25920343132808826,-0.00565852389185414,1.7475639088883206,0.04385144427636976,0.04091577458521462,0.3189169281243148
0.2625000000000002,0.2700000000000002,"[0.2940113163065674, 5.6955116138675065e-05, 0.5005965609757981]","[0.26043607435614163, 0.0, 0.5095536814287676]",0.03474953413678936,0.617456160768938,-0.003760926572535032,5.3128174299766675,0.3282873619665458,-0.007012637852784514,2.231828446416701,0.07734586934996857,0.01692303247068213,0.5277191300967925
0.3000000000000002,0.3075000000000002,"[0.3056924561650981, 0.00010717269798562229, 0.49461811451052695]","[0.25970347121779286, 0.0, 0.5100657574235694]",0.04851420301354577,0.6664603981582642,0.0012181680113157295,5.640926422657133,0.33944005544472333,0.006271346436978468,2.531087246154264,0.03800390152721216,-0.03466914415073885,0.8601765522564979
0.33750000000000024,0.34500000000000025,"[0.3085658904950116, -0.00010395655588823498, 0.4928741564378314]","[0.25895690521797277, 0.0, 0.5105624852005209]",0.05266819914901171,0.6311669011587224,0.004208925924685249,5.2764523594628985,0.3291500099553283,0.0059806677147515195,2.2854258693541336,0.02323250518505529,-0.008019643777667167,0.700814968574912
0.3750000000000003,0.3825000000000003,"[0.3050606545283113, -0.0001387180715329042, 0.49642413077684233]","[0.2581964799723574, 0.0, 0.5110437958189198]",0.04909179875963837,0.5120685223629906,0.003411815960053667,4.838266729588262,0.2552813770317833,-0.003734418614542429,2.129234144363452,0.029536778585562175,0.027423527177893585,0.7012083473681917
