time,sim_time,V,task_error,u0,u1
0.7800000000000006,0.7820000000000006,0.3102391015815022,0.20218215541020124,-0.047136203890956116,0.12599565538512347
0.7900000000000006,0.7920000000000006,0.3031816948413373,0.20246065087306528,-0.03744091976350929,0.09340570803090709
0.8000000000000006,0.8020000000000006,0.2948968138001768,0.20264777048252447,-0.01622053114000402,0.05542303099706189
0.8100000000000006,0.8120000000000006,0.2861640324955072,0.20272914479699317,-0.002458987441398749,0.02007659253382898
0.8200000000000006,0.8220000000000006,0.2773907410402984,0.20270141025890304,0.013128679072913964,-0.014585289969107983
0.8300000000000006,0.8320000000000006,0.26915831531514,0.20256679981935993,0.020882698689610443,-0.04932431936298003
0.8400000000000006,0.8420000000000006,0.26177461339421887,0.20233359804936538,0.04132756141375523,-0.08399680865179456
0.8500000000000006,0.8520000000000006,0.25563751856358125,0.2020135091516009,0.05455790767123298,-0.12029943973741912
0.8600000000000007,0.8620000000000007,0.2510909479282133,0.20162420278071363,0.06614304294675158,-0.1520940007176711
0.8700000000000007,0.8720000000000007,0.24811053789093712,0.20119133165992886,0.07719325070666863,-0.18399881447564834
0.8800000000000007,0.8820000000000007,0.2468190319363008,0.20073895662407235,0.09154862201291014,-0.21252277386074364
0.8900000000000007,0.8920000000000007,0.24735150796587302,0.20029433435988833,0.0906083810197576,-0.23970380411958575
0.9000000000000007,0.9020000000000007,0.24969179163891247,0.19988466420929796,0.1002421377024979,-0.26402533917970744
0.9100000000000007,0.9120000000000007,0.25382831638333175,0.19953419441779582,0.12586354041010556,-0.2910564981116792
0.9200000000000007,0.9220000000000007,0.26030333893567437,0.1992665417372036,0.14330093787917914,-0.3202805875092491
0.9300000000000007,0.9320000000000007,0.2698349660164827,0.199108828870048,0.14188811234653934,-0.3557305823399015
0.9400000000000007,0.9420000000000007,0.2824010690516275,0.19909298027195926,0.19014823166445943,-0.37237443836161643
0.9500000000000007,0.9520000000000007,0.29938729423300087,0.19924339860255919,-0.014174479596451866,-0.43427642484847667
0.9600000000000007,0.9620000000000007,0.3141294400116525,0.19957469912511727,0.1989817480311469,-0.38734869492488766
0.9700000000000008,0.9720000000000008,0.331638586832844,0.20006889843156145,0.11931999500632755,-0.38844864849245175
0.9800000000000008,0.9820000000000008,0.34585292318494587,0.2007041481577217,0.09740012015141435,-0.37877402721906206
0.9900000000000008,0.9920000000000008,0.358251299225296,0.20144865182977245,0.09367590147603462,-0.3634506585576529
1.0000000000000007,1.0020000000000007,0.3683132357760547,0.202279427631169,0.09154206233474102,-0.3488818705937653
1.0100000000000007,1.0120000000000007,0.3755046220074703,0.20316860623563918,0.08333073548398091,-0.3315848189329875
1.0200000000000007,1.0220000000000007,0.3790286532646404,0.20408569567870935,0.07029187087154175,-0.3113381980116253
1.0300000000000007,1.0320000000000007,0.3776612058369392,0.20499334223256657,0.05797976125417679,-0.2860179947622132
1.0400000000000007,1.0420000000000007,0.3722861172223316,0.20585038994564092,0.04789884053751179,-0.25879140727754335
1.0500000000000007,1.0520000000000007,0.36363105873744206,0.20662571153744663,0.03067543248517197,-0.22720995059717736
1.0600000000000007,1.0620000000000007,0.35178071364857744,0.20728547772200484,0.017808186973781916,-0.19390881855926453
1.0700000000000007,1.0720000000000007,0.33758382213154303,0.20780384575592,0.0021597188820994943,-0.15987580922305514
1.0800000000000007,1.0820000000000007,0.32283343270750064,0.20816264141665397,-0.010534721099900838,-0.12525582897486942
1.0900000000000007,1.0920000000000007,0.3072978582348921,0.2083491331931062,-0.029742359551808574,-0.08789945904589959
1.1000000000000008,1.1020000000000008,0.2925623675636301,0.20835351808293207,-0.044448558938104475,-0.05304098162414751
1.1100000000000008,1.1120000000000008,0.2786244109726793,0.20818272491845716,-0.056983327983509816,-0.015602157729643852
1.1200000000000008,1.1220000000000008,0.2667381675778792,0.20784205261674543,-0.06982427146804339,0.01830783429743249
1.1300000000000008,1.1320000000000008,0.2562015577995317,0.2073513673930395,-0.08643737309549693,0.052339834332214265
1.1400000000000008,1.1420000000000008,0.2473860838229443,0.20672813755398942,-0.09916916296749781,0.08300014734597583
1.1500000000000008,1.1520000000000008,0.24045108803167292,0.20599859422408118,-0.10868045890161884,0.1142236562314956
1.1600000000000008,1.1620000000000008,0.23498361309578358,0.2051893182161611,-0.11788366077333678,0.14306435121709374
1.1700000000000008,1.1720000000000008,0.23130736962880802,0.20433057687372577,-0.12799239277192143,0.16770685982510858
1.1800000000000008,1.1820000000000008,0.22908123930298976,0.2034523359847205,-0.13705404159811985,0.19254497117314823
1.1900000000000008,1.1920000000000008,0.22845879118468584,0.20258225613508554,-0.14179698499510252,0.21455242248902137
1.2000000000000008,1.2020000000000008,0.22928059644423965,0.20175058130304535,-0.14842099675880469,0.23336773022299714
1.2100000000000009,1.2120000000000009,0.23164397364835607,0.20098298126696618,-0.15045385775238396,0.25060070932339285
1.2200000000000009,1.2220000000000009,0.23526596166769587,0.20029974055202815,-0.15993035797675695,0.26761644574404186
1.2300000000000009,1.2320000000000009,0.24047274962479656,0.19971517955656107,-0.17087138731492657,0.2800360401817647
1.2400000000000009,1.2420000000000009,0.24754866103999434,0.19924668200174345,-0.18132623149848565,0.2889998173847517
1.2500000000000009,1.252000000000001,0.2565103753645684,0.1989134177005571,-0.09292245283448572,0.31161932074458754
1.260000000000001,1.262000000000001,0.26812886420210197,0.19872607921785357,-0.2811269298594586,0.2549857366820547
1.270000000000001,1.272000000000001,0.2761211319883125,0.19868275182754966,-0.06666328462959234,0.2735776139377794
1.280000000000001,1.282000000000001,0.28449057304761655,0.19875256914526362,-0.07128772924239901,0.25467250879630027
1.290000000000001,1.292000000000001,0.2905646347323006,0.19890658670649575,-0.0932345148970189,0.22734566483223745
1.300000000000001,1.302000000000001,0.2948355600658434,0.19911625230656177,-0.09252673170124183,0.20450202992933145
1.310000000000001,1.312000000000001,0.29760164946677,0.19936171319312962,-0.08987871377935273,0.18564080998699262
1.320000000000001,1.322000000000001,0.2992567601342556,0.1996262719858447,-0.07414486127522939,0.16662431336722433
1.330000000000001,1.332000000000001,0.2991589587482991,0.19989396410932683,-0.07255449343578112,0.14479564640493672
1.340000000000001,1.342000000000001,0.2977757074983406,0.20014698891350577,-0.05766346106348613,0.12217281427915673
1.350000000000001,1.352000000000001,0.29504379307690676,0.2003716017550056,-0.039738283022068624,0.09633572220364425
1.360000000000001,1.362000000000001,0.2911241555978251,0.20055196779149817,-0.026784060751069247,0.07035105424351219
1.370000000000001,1.372000000000001,0.286436849483142,0.20067768114621673,-0.022651052986743563,0.043903292295980036
1.380000000000001,1.382000000000001,0.2810016283407108,0.2007404973906919,-0.014491017848615041,0.013769544318994418
1.390000000000001,1.392000000000001,0.27580925111632226,0.20073594850567186,0.0006599709147818991,-0.01475507849622016
1.400000000000001,1.402000000000001,0.2705976952977854,0.20066606047210675,0.017711812215386598,-0.04143344162602954
1.410000000000001,1.412000000000001,0.2656579271193393,0.20053420439882635,0.02346069079017507,-0.06869700709238347
1.420000000000001,1.422000000000001,0.26179700439438425,0.20034718886603203,0.03643196418202335,-0.09737262975053082
1.430000000000001,1.432000000000001,0.258857259686938,0.20011792310211568,0.04265819153618732,-0.12258189334576906
1.440000000000001,1.442000000000001,0.256769210339227,0.1998608779813838,0.052236352850142206,-0.14844690058359647
1.450000000000001,1.452000000000001,0.2557815997189807,0.1995894524912634,0.058094531398303444,-0.17115621552671625
1.460000000000001,1.462000000000001,0.2560741293253841,0.19932101086677798,0.06898161282596404,-0.19243424897165973
1.470000000000001,1.472000000000001,0.2576683585292589,0.19907288670261888,0.07863014615283125,-0.21276435838343144
1.480000000000001,1.482000000000001,0.2604452874945444,0.19886091679370999,0.09244983762145732,-0.23567769928385923
1.490000000000001,1.492000000000001,0.26458297247737295,0.19870033335053072,0.10779012453568898,-0.2632705033439901
1.500000000000001,1.5020000000000011,0.27066034192958244,0.19860884468506887,0.1356674263415789,-0.2823032226309435
1.5100000000000011,1.5120000000000011,0.2789654991121543,0.19860710875954396,0.1096168371718145,-0.30708538808871516
