time,sim_time,V,task_error,u0,u1
0.0,0.002,0.32423991117689366,0.21633307652783934,6.2558336886733e-20,6.2558336886733e-20
0.01,0.012,0.9080780152199288,0.43500998125375206,-0.04185388561481192,0.04419073052412323
0.020000000000000004,0.022000000000000006,0.8903953883722412,0.4297431702272049,-0.21468026312361252,0.05359519093704863
0.030000000000000013,0.032000000000000015,0.8732889439003009,0.42410847987114114,-0.2574340614352279,0.058483717919648535
0.04000000000000002,0.04200000000000002,0.8548027821270804,0.4182252324136406,-0.27358059278230734,0.06492629110402723
0.05000000000000003,0.05200000000000003,0.8355552982364017,0.41216526318555397,-0.284715905079162,0.07295585535581961
0.06000000000000004,0.06200000000000004,0.8158504694274725,0.40597512489981674,-0.2901957109402835,0.08223718352840091
0.07000000000000005,0.07200000000000005,0.7964578927227641,0.3996862949802734,-0.2917998858353601,0.09116047500737033
0.08000000000000006,0.08200000000000006,0.7781107422570726,0.3933204195785055,-0.288751945046295,0.0984708368802031
0.09000000000000007,0.09200000000000007,0.7613017151311942,0.3868914797580295,-0.2812697537289576,0.10457740855569808
0.10000000000000007,0.10200000000000008,0.7468265383280038,0.38040509796564337,-0.26963489837772686,0.10878318373758798
0.11000000000000008,0.11200000000000009,0.7352422621143878,0.3738590822945979,-0.2541220419270137,0.11078162165268295
0.12000000000000009,0.1220000000000001,0.7272227018754795,0.36724469014124633,-0.23369890352369774,0.10951934784281532
0.1300000000000001,0.1320000000000001,0.7231423527061934,0.36054948814919646,-0.2093764133732664,0.1054058352674365
0.1400000000000001,0.1420000000000001,0.7235523246639011,0.35375876160752834,-0.18582709637897998,0.09857940876752135
0.1500000000000001,0.1520000000000001,0.7291785776602779,0.34685568626957997,-0.16117718451924382,0.08792294940289343
0.16000000000000011,0.16200000000000012,0.7405613068902226,0.3398233166262897,-0.1316982843567897,0.07543696324287114
0.17000000000000012,0.17200000000000013,0.7574923999244828,0.3326469240729235,-0.10952004569695162,0.06074068342232094
0.18000000000000013,0.18200000000000013,0.7796958233161119,0.3253208540284176,-0.07890190471242645,0.044087534017156954
0.19000000000000014,0.19200000000000014,0.8074122201536712,0.3178471296954012,-0.05074791833560455,0.02488036740385311
0.20000000000000015,0.20200000000000015,0.8415425620430705,0.3102318163822108,-0.026466881992835728,0.0046576421301708915
0.21000000000000016,0.21200000000000016,0.8806697343257388,0.30248424915129213,0.0009787315936914795,-0.017669813022346593
0.22000000000000017,0.22200000000000017,0.9267203505576364,0.29461799890753404,0.02884305297911577,-0.04469927958961291
0.23000000000000018,0.23200000000000018,0.9758495868273255,0.2866635643687021,0.054507957681028445,-0.0710418935025355
0.24000000000000019,0.2420000000000002,1.0303463011676661,0.27865720045644793,0.08175120079293509,-0.09745590342201249
0.25000000000000017,0.25200000000000017,1.086334620287853,0.27063762700711896,0.10218499034120263,-0.12582895717436815
0.2600000000000002,0.2620000000000002,1.1481322598956791,0.2626667304226498,0.13078354613797818,-0.15243480280665242
0.2700000000000002,0.2720000000000002,1.2139623640176065,0.2548006430668482,0.15641980109146267,-0.18319549133880403
0.2800000000000002,0.2820000000000002,1.2785515424948828,0.2471152397621654,0.1776017797574274,-0.2130650691174013
0.2900000000000002,0.2920000000000002,1.342930778882756,0.23970056168477874,0.20109091075761432,-0.2414122205562673
0.3000000000000002,0.3020000000000002,1.4050618689686205,0.23265347325852112,0.21658044344058888,-0.27125460277989966
0.3100000000000002,0.3120000000000002,1.4632330540420067,0.22608247710274254,0.23467413374350596,-0.3004341868510793
0.32000000000000023,0.32200000000000023,1.5149756596098012,0.22009892405763215,0.2430444653354565,-0.32636582054606944
0.33000000000000024,0.33200000000000024,1.5573659758488545,0.21481515201148424,0.2507129333982824,-0.3482240949499859
0.34000000000000025,0.34200000000000025,1.5903055972623956,0.21033099833678398,0.24395097555287837,-0.3763931709259409
0.35000000000000026,0.35200000000000026,1.50870884758252,0.20674587957299828,0.11675700367316784,-0.4267221754967612
0.36000000000000026,0.36200000000000027,1.3114232952574978,0.20417159965635095,0.037974397042331784,-0.4633286921314471
0.3700000000000003,0.3720000000000003,1.0755727834875373,0.20257796351452304,-0.014636982488490212,-0.4903162357068571
0.3800000000000003,0.3820000000000003,0.8538994825296411,0.20182501102509937,-0.04063151962294639,-0.5050671277156458
0.3900000000000003,0.3920000000000003,0.6773116628812922,0.20173473640302178,-0.053529388473945914,-0.5122333377978145
0.4000000000000003,0.4020000000000003,0.5535321385480205,0.20213676653196785,-0.045241218214626434,-0.5097899318176383
0.4100000000000003,0.4120000000000003,0.48095004288535304,0.20289677688409696,-0.03655866700120746,-0.5017490460691894
0.4200000000000003,0.4220000000000003,0.4462896012756485,0.20390924732177118,-0.019140388380244806,-0.4860099671470747
0.4300000000000003,0.43200000000000033,0.4370531307902792,0.20509559039308844,-0.0011916225799049613,-0.4637031644999481
0.44000000000000034,0.44200000000000034,0.4405755089338323,0.20639363870730812,0.00931667639336554,-0.43775912645527104
0.45000000000000034,0.45200000000000035,0.44647407150901247,0.20774660045214252,0.02219742827596875,-0.4046248798790106
0.46000000000000035,0.46200000000000035,0.4479472320560761,0.20909895716652654,0.02760974773760074,-0.3690462634432061
0.47000000000000036,0.47200000000000036,0.4436537321867673,0.21039667322293382,0.03318581727682332,-0.3298014937751225
0.48000000000000037,0.4820000000000004,0.4315244633809574,0.21159064740004097,0.030604033632466086,-0.2882061171666244
0.4900000000000004,0.4920000000000004,0.41183130604570894,0.2126261109783576,0.023760472546732313,-0.24309551469108207
0.5000000000000003,0.5020000000000003,0.38746322784975346,0.21345441567828707,0.01877044038525179,-0.1993885878080322
0.5100000000000003,0.5120000000000003,0.36145315711608106,0.21404413509061426,-0.001017529319014417,-0.15124726546059797
0.5200000000000004,0.5220000000000004,0.3346886646789221,0.21436396275865743,-0.008777053944399052,-0.10078420147459556
0.5300000000000004,0.5320000000000004,0.30892064714803574,0.21440289017617328,-0.026628774401167822,-0.056335503183642506
0.5400000000000004,0.5420000000000004,0.2875120970743932,0.21416561615624766,-0.04597253917601245,-0.010922689097894829
0.5500000000000004,0.5520000000000004,0.2685689867176959,0.21366427681866448,-0.06674924869281237,0.03236421801190627
0.5600000000000004,0.5620000000000004,0.25276240743898215,0.21291709628162195,-0.0842303131072991,0.07561683364564754
0.5700000000000004,0.5720000000000004,0.24046922656477995,0.2119544050731281,-0.10350054732515639,0.11523505533768358
0.5800000000000004,0.5820000000000004,0.23086844566679834,0.21081857465908077,-0.12111515366848774,0.15432290352127545
0.5900000000000004,0.5920000000000004,0.22375517116652585,0.20954999589398826,-0.13780977077179146,0.18929471876911036
0.6000000000000004,0.6020000000000004,0.21873640855468993,0.2081983291697044,-0.1506121375689186,0.22218104258909474
0.6100000000000004,0.6120000000000004,0.2155625075849882,0.2068160060947654,-0.1642218739609036,0.2519856679572163
0.6200000000000004,0.6220000000000004,0.21411046590555505,0.20544846012375045,-0.17294072023742274,0.2796077203503863
0.6300000000000004,0.6320000000000005,0.21440036163543286,0.2041441750109522,-0.18198612762100333,0.30203860947310185
0.6400000000000005,0.6420000000000005,0.2166674646766221,0.20294166945547434,-0.1855624307654974,0.3224581230313249
0.6500000000000005,0.6520000000000005,0.22109486098273434,0.20187581237337504,-0.19416364703041203,0.3437986654152792
0.6600000000000005,0.6620000000000005,0.22764530230955737,0.20096861665076585,-0.2059986379205384,0.3616853245050461
0.6700000000000005,0.6720000000000005,0.23733040350076393,0.2002470276995892,-0.21265609066444904,0.3734669284106596
0.6800000000000005,0.6820000000000005,0.2501834909740201,0.19973947947212764,-0.051078578102684055,0.4144662534310645
0.6900000000000005,0.6920000000000005,0.2682955614596843,0.19945917006848016,-0.3711953570993348,0.3251298042826011
0.7000000000000005,0.7020000000000005,0.2814795886261912,0.19940793739613308,-0.09996907094482929,0.3453815088049354
0.7100000000000005,0.7120000000000005,0.29452466038611747,0.19953416942201746,-0.0965070329173635,0.3250356319901702
0.7200000000000005,0.7220000000000005,0.30455545769396997,0.19979018079977767,-0.10650449707052502,0.2914408317244971
0.7300000000000005,0.7320000000000005,0.31164336207197,0.2001347793787019,-0.11064401422713267,0.26898980295879155
0.7400000000000005,0.7420000000000005,0.31695082672685604,0.20053787962824604,-0.0991186827689074,0.24751821761270615
0.7500000000000006,0.7520000000000006,0.319503521449746,0.20097529253062635,-0.0926578807301895,0.21867281575845746
0.7600000000000006,0.7620000000000006,0.3192219658894381,0.20141468544434457,-0.07707985410763926,0.19085984226784677
0.7700000000000006,0.7720000000000006,0.3159482252839528,0.20182658864726466,-0.05809441610408973,0.15842650206870257
