# ===== Simulation Performance =====
# wall_clock_time,21.178599
# physics_time,13.330000
# real_time_factor,0.629409
# control_time,0.006656
# ==================================

time,sim_time,x_log,xd_log,task_error,u0,u1
0.0,0.005,"[0.24, 0.0, 0.24]","[0.19798989873223327, 0.0, 0.15514718625761428]",0.09468288445399207,0.3077604029506148,0.15863756887800007
0.025,0.030000000000000002,"[0.23969765922021083, 0.0, 0.22903038277718482]","[0.1973078262351447, 0.0, 0.15579785531868617]",0.08461619832196172,0.6673734965720958,0.3440077985648991
0.049999999999999996,0.05499999999999999,"[0.2361395690907721, 0.0, 0.2001844956757417]","[0.1965947289474681, 0.0, 0.15641675973160254]",0.05898651618493297,0.3058677320998561,0.15777495029577135
0.075,0.08,"[0.22694413039639377, 0.0, 0.16628733376435995]","[0.1958510027377208, 0.0, 0.15700355591803736]",0.03244951646324494,0.546013884009976,0.09594618139460628
0.10000000000000002,0.10500000000000002,"[0.2113371086951634, 0.0, 0.13110635932919168]","[0.19507706047774664, 0.0, 0.15755791812421163]",0.031049543164418943,1.0000000073129771,-0.3144259878570655
0.12500000000000003,0.13000000000000003,"[0.1879617232589034, 0.0, 0.0954696250864793]","[0.19427333181351442, 0.0, 0.15807953860173185]",0.06292724110378624,0.9151460722185708,-0.8001433323962692
0.15000000000000005,0.15500000000000005,"[0.15941514116531152, 0.0, 0.06591020068777297]","[0.19344026292660435, 0.0, 0.1585681277784336]",0.09870765098820346,0.9994484702929068,-1.000003555054549
0.17500000000000007,0.18000000000000008,"[0.13292152438437294, 0.0, 0.04673705937152316]","[0.19257831628651506, 0.0, 0.1590234144191343]",0.12715014097488717,-0.8624276533364853,-1.1666988350385545
0.2000000000000001,0.2050000000000001,"[0.12933789291877007, 0.0, 0.04589703443773484]","[0.19168797039392854, 0.0, 0.1594451457762068]",0.1295403633995686,-0.7625770342867343,-1.1491976342901562
0.22500000000000012,0.23000000000000012,"[0.14081385317298922, 0.0, 0.057267148411922375]","[0.19076971951507546, 0.0, 0.15983308772988938]",0.1140848828292569,-0.07916801340324693,-1.107125633545921
