# ===== Simulation Performance =====
# wall_clock_time,0.657926
# physics_time,9.982500
# real_time_factor,15.172677
# control_time,0.000248
# ==================================

time,sim_time,task_error,u0,u1,u2,u3,u4,u5,u6,u7,u8
0.0,0.0075,0.3131603416701604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0375,0.045,0.25086316420912885,0.5937992330962277,-0.00018695791256293816,13.082896569544971,0.26307325287512007,-0.00010795760013074658,10.255222363566316,0.07404701788627388,-3.567527670907991e-05,5.333853479333848
0.07500000000000001,0.08250000000000002,0.1575543022687924,-0.09361175073002417,0.002514111088680205,8.82486771812451,0.08550846154011693,0.004465770052146994,6.339795378850251,0.13313748318395352,-0.017954786514241136,2.4376135523472775
0.11250000000000004,0.12000000000000005,0.08014770857793123,-0.26327316076785323,0.004085706916785549,5.242862883588375,-0.03311687792039189,-0.002781942150725714,3.1297537085474523,0.049666693775523935,0.04241231551984073,0.4146811914561155
0.15000000000000008,0.15750000000000008,0.03261294378080142,-0.19448569149484193,0.010116853778327089,3.6941857705866497,-0.1499251330220431,-0.0028105353172962625,1.8081331113023313,-0.0918296268921889,0.012445398635024604,0.2852730226378057
0.1875000000000001,0.19500000000000012,0.026740137229946958,0.1420345799205307,-0.005091671415989197,4.035870246933659,0.03948801153913778,0.002237654430452511,1.6327878608921658,-0.07524115965123321,-0.02064465235607469,0.29983321326216006
0.22500000000000014,0.23250000000000015,0.036041590115415835,0.4600085299649057,0.00023423860070707106,5.213430557756501,0.2260466712320574,0.003157543409057551,2.4159775776359105,0.05400862194798553,-0.013697953411986348,0.7490143239283088
0.2625000000000002,0.2700000000000002,0.05499217298030279,0.3644392515417653,0.0015164218937414962,5.905792618835653,0.19824613341211705,-0.0023235524027754844,3.509216513207034,0.08791553775085346,0.02710343577925494,1.8285081011572204
0.3000000000000002,0.3075000000000002,0.06716185685452605,0.5273946863630479,3.1188481918440206e-05,5.561379943838814,0.26173889250876636,-1.4258397763664926e-05,2.7079522002915137,0.0285995640142997,-0.00328405710525298,1.1070283261858327
0.33750000000000024,0.34500000000000025,0.06563918914835734,0.5303295562823537,-0.004721909975634156,5.75282163671945,0.26185859422914576,0.0014335073072041537,3.0627690263644087,-0.00774741614493854,-0.02312061241055505,1.1459254395075145
0.3750000000000003,0.3825000000000003,0.06429018701183119,0.49640548556279196,0.003315460195685491,5.339419111511361,0.24885973117040885,0.0038213680768368133,2.6725332827535424,0.014670085014666859,-0.0050627932867347986,0.8575378159270224
0.4125000000000003,0.4200000000000003,0.057263397007175997,0.4960558473013907,0.003242676968063428,5.01967758909084,0.2392431545221606,-0.0033600382775996443,2.2769719539613202,0.04248678551658877,0.03198732546355136,0.49559455352905785
0.45000000000000034,0.45750000000000035,0.05161370220876101,0.4299920627790017,-0.004732877051152077,4.889299780306341,0.20457824845677608,-0.004736559832728017,2.2478219751253556,0.03462536941000011,0.007788893060865919,0.5950047908613114
0.4875000000000004,0.4950000000000004,0.04869989074225784,0.42605879927576196,-0.0018586246026124232,4.810969292588202,0.20417895318639884,0.0037784129241823948,2.1667066123658443,0.017638741780123077,-0.02678464123512234,0.6006356716726233
0.5250000000000002,0.5325000000000002,0.04215600919678809,0.4603058307547786,0.003897859354074689,4.833750118113576,0.22326313913764254,0.00484178035590868,2.1137610897100227,0.016859858051454884,-0.009763783190932263,0.4599551243021377
0.5625,0.57,0.03854744931506035,0.45334002188444783,0.002813342469525208,4.830461829537647,0.22330435858003722,-0.0019496066547656343,2.143151933150931,0.026297731930941433,0.020363365155245408,0.4579244075793777
0.5999999999999998,0.6074999999999997,0.03678692934468844,0.4667634919108498,-0.002194379136401925,4.8915072336587535,0.23253275207655638,-0.003893807497022292,2.1845804985588586,0.03220172816933041,0.010501507771982211,0.4465857459678142
0.6374999999999995,0.6449999999999995,0.03648405358613635,0.468656213914159,-0.0020858026809216614,4.974026304564477,0.23682444735545644,0.0013441150965909465,2.2528986902740984,0.029589552638283067,-0.01504168259057275,0.4787675965177154
0.6749999999999993,0.6824999999999992,0.03757883765200934,0.479249339038348,0.0015418547212643283,5.091734883427492,0.24575120649378246,0.0033527043664771,2.334409163097744,0.028083766996066607,-0.010453460027737536,0.5173205261120987
0.712499999999999,0.719999999999999,0.04016078091807032,0.4755869952391237,0.0019964697016373123,5.199989279640306,0.24760923724753217,-0.0006666510035965395,2.4527523582541404,0.029573518467394373,0.010715741674704883,0.6066197451298262
0.7499999999999988,0.7574999999999987,0.04301011173285006,0.4874944002682189,-0.0007236664839453551,5.300355265075936,0.255464135577962,-0.002742343343559421,2.5490297248505502,0.031494794785703294,0.010109890313581973,0.6399980848502589
0.7874999999999985,0.7949999999999985,0.04598070393558714,0.4809783006544981,-0.0014269154712398065,5.306349702365044,0.25257837336422495,0.00026417669493864274,2.5952847190022146,0.030329896356517574,-0.007136149823468959,0.6516843196715567
0.8249999999999983,0.8324999999999982,0.04784102979541182,0.49253043216407755,0.0006610209298985028,5.356016068267918,0.25889987625128286,0.0022395045240724536,2.650148440784821,0.02956076857462113,-0.0081295898036597,0.6426473586780632
0.862499999999998,0.869999999999998,0.04960717915267046,0.4903778472161767,0.0012084818903541118,5.3271540731789315,0.2605744469698623,3.0777406854601706e-05,2.641016590053814,0.030112943555610748,0.004616667646761513,0.6335349254765119
0.8999999999999978,0.9074999999999978,0.05048055828651001,0.4730269870663026,-0.0002739170763962766,5.286300471247853,0.25174985453003573,-0.00166057750487653,2.6276796776090476,0.028751704063334778,0.006599427190028039,0.6659992732912805
0.9374999999999976,0.9449999999999975,0.05097220489106882,0.46169790929144117,-0.0008426882969449416,5.231700916383367,0.24528229319727066,-0.00022707964723432694,2.5936341852662523,0.02803913220445109,-0.002711512345948422,0.6905650491269613
0.9749999999999973,0.9824999999999973,0.049948936290933235,0.4544398618623098,0.0003548323937099411,5.136731046056065,0.24015462653612302,0.0013206070395225763,2.5089640194921765,0.0269932077986113,-0.005059258558257012,0.6347385058321332
1.0124999999999973,1.0199999999999974,0.04796913502467419,0.46374461729336436,0.0009204808583911127,5.0795313443712,0.24243630877105815,0.000387930538922496,2.441221588107672,0.027246037227864835,0.0015871903907308657,0.5472847372759538
1.0499999999999976,1.0574999999999977,0.046021863377572046,0.45410775802557957,6.936101083858203e-05,5.036256973117404,0.23682092628400284,-0.0008712102007782147,2.4285090891136942,0.026197918163751097,0.004227203379676844,0.5340464272249179
1.087499999999998,1.094999999999998,0.044228468302019146,0.46539087054201717,-0.0005697227884017272,5.047803582189873,0.24271395116563327,-0.00037470171848247904,2.4169884275816793,0.02721203202371201,-0.0006994046039452446,0.5042618320799368
1.1249999999999982,1.1324999999999983,0.04299363893305054,0.46221449718912766,5.799182494071553e-05,5.0527323796951125,0.24245842630892184,0.0007113582804613503,2.410993389566697,0.02773145852538801,-0.003483610346656364,0.5113855010846369
1.1624999999999985,1.1699999999999986,0.042397944572928684,0.4656637093202772,0.0006043973324507972,5.086799462085841,0.24584240754629041,0.0004382109090322782,2.419920181247588,0.02890625644721466,0.00011289700367499206,0.5247774985762328
1.1999999999999988,1.207499999999999,0.04218483412989328,0.46566436272537887,0.00018805077978259585,5.1092712412599575,0.24686617320762083,-0.0004765007249467524,2.432310742719649,0.02934509775026841,0.002814386338991234,0.531298535726857
