# ===== Simulation Performance =====
# wall_clock_time,2.339584
# physics_time,39.982500
# real_time_factor,17.089579
# control_time,0.000246
# ==================================

time,sim_time,x_log,xd_log,task_error,u0,u1,u2,u3,u4,u5,u6,u7,u8
0.0,0.0075,"[0.0, 0.0, 0.2575]","[0.37123106012293744, 0.0, 0.5409009742330267]",0.4670424094193467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0375,0.045,"[0.08910301572584932, 3.192559873500547e-06, 0.29734322256243095]","[0.3705989337263029, 0.0, 0.5415183797582521]",0.37264119371416055,-0.25992532979389427,0.0002723150984021461,13.652663059415389,-0.13133214977529428,0.0001468746109874946,11.083456068638862,0.15372309852737567,5.475873560085807e-06,4.284014252655261
0.07500000000000001,0.08250000000000002,"[0.18314106327957724, 0.0001660119294150859, 0.38539441312892536]","[0.3699521741908963, 0.0, 0.5421209787225365]",0.24384756525881157,1.1373649220581625,-0.02675921502471826,11.674528967257988,0.6362941751709708,-0.011774481379264769,7.462194645247731,0.3381470586822716,-0.03610762010629473,-0.047707541725400704
0.11250000000000004,0.12000000000000005,"[0.27184867257388906, -6.264583582301546e-05, 0.47989154398906825]","[0.3692908712802839, 0.0, 0.5427086874913466]",0.1159352385214397,-0.545301774219656,0.008507399826511039,6.332100673371275,-0.1561043603847988,0.007042534982992933,4.272602079378986,-0.13680647927773174,-0.00026703675396376675,0.7284654320572509
0.15000000000000008,0.15750000000000008,"[0.3062112179843684, 2.8106635120952377e-05, 0.556794925459063]","[0.3686151167765027, 0.0, 0.5432814244967548]",0.0638503099655764,-0.3280175579283695,0.0039014793540701636,2.850965309996366,-0.34899747665036074,-0.0024175456724290344,0.5482586898000433,-0.2748810406589458,0.02083988601344898,0.11145315485808875
0.1875000000000001,0.19500000000000012,"[0.33694859798680754, 0.0002346431476363917, 0.5769275197102397]","[0.3679250044673219, 0.0, 0.5438391102487599]",0.04532588285453835,0.19762410582224876,-0.0023361258868738115,3.014148628840144,-0.026689178492266003,-0.003439337634129712,0.2814558992643947,-0.023266927120812856,0.0038900927685734223,-0.07903191602772085
0.22500000000000014,0.23250000000000015,"[0.3532452631605229, 0.0002618601997428308, 0.5687316516334843]","[0.3672206301332265, 0.0, 0.54438166734632]",0.028076701864198556,0.4245200107624352,-0.003272905116829059,3.564398328554603,0.20115833752225934,0.0008567730413670856,0.8301250031796447,0.1414910271044017,-0.015412735817802638,0.05589158801998771
0.2625000000000002,0.2700000000000002,"[0.37133139865626696, 0.0001152121214507542, 0.5595302698829562]","[0.3665020915341238, 0.0, 0.544909020488095]",0.01539858483691411,0.5148075193948525,0.0015961893390818178,3.9387645920596634,0.25001616228563867,0.0032049765932827623,1.0782602124113947,0.04904835762558706,-0.00555438401365303,0.3268321602585512
0.3000000000000002,0.3075000000000002,"[0.37893115733230714, -1.7689912947483277e-06, 0.547140903928384]","[0.365769488395775, 0.0, 0.5454210964828967]",0.013273555287629569,0.8386480715282092,0.0009254341525258472,4.808193516522587,0.3997677875712017,-0.001468727656504722,1.2445091101882335,-0.04418323896151455,0.011266578806015098,0.14178977383128663
0.33750000000000024,0.34500000000000025,"[0.37599726962562696, 7.312388998586395e-07, 0.5368454680891395]","[0.3650229223959549, 0.0, 0.5459178242598484]",0.014238818214315429,0.8271238184495295,-0.0011926942406682026,4.651833485055821,0.38825476353867105,-0.0028306937481057393,1.1802158687150048,0.017846940790808525,0.006074069144780647,0.024196286117758724
