# ===== Simulation Performance =====
# wall_clock_time,11.019974
# physics_time,10.005000
# real_time_factor,0.907897
# control_time,0.004807
# ==================================

time,sim_time,task_error,u0,u1
0.0,0.005,0.2704680887881991,0.0,0.0
0.025,0.030000000000000002,0.2592682947446874,1.0000001317092226,0.48710939370346024
0.049999999999999996,0.05499999999999999,0.22740605624180682,0.9999935238352212,0.6096562788883999
0.075,0.08,0.17870278915415375,1.0000057752281677,0.7138158371321768
0.10000000000000002,0.10500000000000002,0.11897033023385022,0.1664964135538584,0.5366403271784299
0.12500000000000003,0.13000000000000003,0.06683057938452368,-0.3520770239225711,0.41084748981211827
0.15000000000000005,0.15500000000000005,0.0320458670378055,-0.4696196182063842,0.36298073212297655
0.17500000000000007,0.18000000000000008,0.012838052564368341,-0.4290309213186683,0.35296267945512616
0.2000000000000001,0.2050000000000001,0.005502439440907153,-0.3544267483181566,0.34903868903268703
0.22500000000000012,0.23000000000000012,0.006765533568503943,-0.2904839540887229,0.33827130641105035
0.2500000000000001,0.2550000000000001,0.009270973756377478,-0.24496308766040328,0.317145119402036
0.27500000000000013,0.28000000000000014,0.011448464995516263,-0.21362908775730466,0.2869334188220368
0.30000000000000016,0.30500000000000016,0.01326513765864237,-0.19068530117872368,0.24998214792055568
0.3250000000000002,0.3300000000000002,0.014678182500557508,-0.17193184950547838,0.20879157401140777
0.3500000000000002,0.3550000000000002,0.015635151593871088,-0.15509507602548847,0.1656418829431638
0.3750000000000002,0.3800000000000002,0.01610633479358548,-0.13929273977737902,0.12254739155012984
0.40000000000000024,0.40500000000000025,0.016092256044174726,-0.12442568857139005,0.08121281354361644
0.42500000000000027,0.43000000000000027,0.015621584638660074,-0.11072756878722534,0.043003753419624174
0.4500000000000003,0.4550000000000003,0.014745416570358235,-0.09849553001577419,0.008925607627952479
0.4750000000000003,0.4800000000000003,0.013530098042786914,-0.08795880306098927,-0.02037377721623662
0.5000000000000003,0.5050000000000003,0.012049912209620236,-0.07923474261551317,-0.044576979171590356
0.5250000000000004,0.5300000000000004,0.010380545619857361,-0.07233206904035079,-0.06364949053351182
0.5500000000000004,0.5550000000000004,0.008593881493200985,-0.06717448660332388,-0.07778010033296143
0.5750000000000004,0.5800000000000004,0.006754340879225467,-0.06362914284700821,-0.0873177472143154
0.6000000000000004,0.6050000000000004,0.0049167385722250784,-0.0615323838826528,-0.09271202062782807
0.6250000000000004,0.6300000000000004,0.0031254495803627077,-0.0607094593549886,-0.09446214053278022
0.6500000000000005,0.6550000000000005,0.0014145890143489055,-0.060988943233103714,-0.09307695043512007
0.6750000000000005,0.6800000000000005,0.00019117087156632684,-0.06221085755420889,-0.08904580191735496
0.7000000000000005,0.7050000000000005,0.0016750719256154005,-0.06423205172469189,-0.08281994710651587
0.7250000000000005,0.7300000000000005,0.003027277274837688,-0.06692727311536656,-0.07480218353801134
0.7500000000000006,0.7550000000000006,0.004243007404179215,-0.07018917230352023,-0.0653430578114616
0.7750000000000006,0.7800000000000006,0.005321398450048198,-0.07392684819747984,-0.054741641849767174
0.8000000000000006,0.8050000000000006,0.006264310608331614,-0.07806376259164556,-0.043249268289808955
0.8250000000000006,0.8300000000000006,0.0070753652414631465,-0.08253538229472045,-0.031075006890712874
0.8500000000000006,0.8550000000000006,0.007759178324606285,-0.08728677083695027,-0.018391962219973135
0.8750000000000007,0.8800000000000007,0.008320774597340997,-0.09227025825255196,-0.005343786726038316
0.9000000000000007,0.9050000000000007,0.008765160552355229,-0.0974432535411607,0.007948971336289726
0.9250000000000007,0.9300000000000007,0.009097032856777331,-0.10276622956726864,0.021382895160139487
0.9500000000000007,0.9550000000000007,0.009320600309635394,-0.10820089172825031,0.03486620160273882
0.9750000000000008,0.9800000000000008,0.009439500537568013,-0.11370853672367744,0.048313752020243704
1.0000000000000007,1.0050000000000006,0.009456796302949823,-0.1192486093979118,0.061642575992966665
1.0250000000000001,1.03,0.009375039853340204,-0.12477747479132126,0.0747679096656734
1.0499999999999996,1.0549999999999995,0.009196396727057816,-0.13024743436970326,0.08759976823569808
1.074999999999999,1.079999999999999,0.008922822530606295,-0.13560603012400338,0.10004010492971424
1.0999999999999985,1.1049999999999984,0.008556287198399931,-0.1407956917729232,0.11198064862529225
1.124999999999998,1.129999999999998,0.008099040954648733,-0.14575379459099672,0.12330156046322502
1.1499999999999975,1.1549999999999974,0.0075539144585904175,-0.15041319504236583,0.13387108911807655
1.174999999999997,1.1799999999999968,0.006924642617852891,-0.15470331807039547,0.1435464012637504
1.1999999999999964,1.2049999999999963,0.006216197083508155,-0.15855183421653382,0.1521758542295563
1.2249999999999959,1.2299999999999958,0.005435106996840586,-0.1618868069757521,0.15960278240636033
1.2499999999999953,1.2549999999999952,0.004589742809436801,-0.16464000652047853,0.16567103139096134
1.2749999999999948,1.2799999999999947,0.003690529099970566,-0.1667495535326445,0.1702324452524609
1.2999999999999943,1.3049999999999942,0.0027500570078696934,-0.16816391863253666,0.17315482554638617
1.3249999999999937,1.3299999999999936,0.0017830628899403297,-0.16884538867613866,0.17433165876535586
1.3499999999999932,1.354999999999993,0.0008062499166421326,-0.16877339625794816,0.17369164647150037
1.3749999999999927,1.3799999999999926,0.00016228063932607876,-0.16794717467605982,0.1712076076976146
1.3999999999999921,1.404999999999992,0.0011027142267082994,-0.16638752622395966,0.16690366347045224
1.4249999999999916,1.4299999999999915,0.001995727597435409,-0.16413734637687108,0.1608597614251625
1.449999999999991,1.454999999999991,0.0028219519301420854,-0.16126090255292153,0.15321263290362713
1.4749999999999905,1.4799999999999904,0.003563430032515566,-0.15784152223918704,0.14415298250366468
1.49999999999999,1.50499999999999,0.004204371549562474,-0.15397832280028645,0.13391883424316015
1.5249999999999895,1.5299999999999894,0.0047319092526001885,-0.14978181564618528,0.12278528818266932
1.549999999999989,1.5549999999999888,0.0051366984967080535,-0.14536893286439936,0.11105185296064725
1.5749999999999884,1.5799999999999883,0.0054133066822622715,-0.14085783485574097,0.09902836410090389
1.5999999999999879,1.6049999999999878,0.005560363794684458,-0.13636292994572516,0.08702078487499658
1.6249999999999873,1.6299999999999872,0.005580470743684253,-0.13199047052504664,0.07531806366713482
1.6499999999999868,1.6549999999999867,0.005479886564452705,-0.1278349913525532,0.06418103058496859
1.6749999999999863,1.6799999999999862,0.00526803523044835,-0.12397676300932597,0.05383398983667158
1.6999999999999857,1.7049999999999856,0.004956885580102259,-0.12048031720458095,0.04445931597445892
1.7249999999999852,1.729999999999985,0.0045602629137301,-0.11739399637913935,0.036195030733595014
1.7499999999999847,1.7549999999999846,0.004093148703429056,-0.11475039632288939,0.029135067619460574
1.7749999999999841,1.779999999999984,0.0035710170886701946,-0.11256751493974804,0.02333174550234961
1.7999999999999836,1.8049999999999835,0.0030092454354288234,-0.1108503943793806,0.01879987569430697
1.824999999999983,1.829999999999983,0.002422623325456743,-0.1095930456992431,0.015521910191613484
1.8499999999999825,1.8549999999999824,0.0018249717593815187,-0.10878046726288887,0.013453584331507437
1.874999999999982,1.879999999999982,0.0012288735187228155,-0.10839061743027788,0.012529583763111158
1.8999999999999815,1.9049999999999814,0.0006455082287413754,-0.10839617603675857,0.012668962855917726
1.924999999999981,1.9299999999999808,8.464260456789522e-05,-0.10876616086973903,0.013779844971929384
1.9499999999999804,1.9549999999999803,0.0004457813786216301,-0.10946717463414703,0.015763607053254088
1.9749999999999799,1.9799999999999798,0.0009386756820168652,-0.11046444668782134,0.018518201357818023
1.9999999999999793,2.0049999999999795,0.0013887350480024023,-0.11172261002796749,0.02194077095022418
2.024999999999979,2.029999999999979,0.0017917519250297224,-0.1132062535893671,0.025929578135168288
2.0499999999999785,2.0549999999999784,0.0021446285078584844,-0.11488029357303392,0.03038534104378025
2.074999999999978,2.079999999999978,0.0024452484677462507,-0.1167102029875085,0.03521207883108571
2.0999999999999774,2.1049999999999773,0.0026923589332154686,-0.1186621384263351,0.04031757366226404
2.124999999999977,2.129999999999977,0.0028854649846148544,-0.12070300046837341,0.045613553397010065
2.1499999999999764,2.1549999999999763,0.0030247393941780403,-0.12280046011609179,0.051015691428129506
2.174999999999976,2.1799999999999757,0.0031109488067056763,-0.12492297924894215,0.056443509582857834
2.1999999999999753,2.204999999999975,0.0031453961618559314,-0.1270398482205995,0.06182025832133879
2.2249999999999748,2.2299999999999747,0.0031298780274913816,-0.12912125897728247,0.06707283619725936
2.2499999999999742,2.254999999999974,0.0030666546262004225,-0.13113842697365835,0.07213179809322395
2.2749999999999737,2.2799999999999736,0.0029584296619380333,-0.13306377128221572,0.07693148923149797
2.299999999999973,2.304999999999973,0.0028083365634167254,-0.13487115446788803,0.08141032926164271
2.3249999999999726,2.3299999999999725,0.002619927445442783,-0.13653619062499364,0.08551125823762114
2.349999999999972,2.354999999999972,0.0023971609354483427,-0.13803656521478655,0.08918233984823752
2.3749999999999716,2.3799999999999715,0.0021443851553866185,-0.1393524602772711,0.09237749011840668
2.399999999999971,2.404999999999971,0.0018663123081914396,-0.14046695284353244,0.09505733479276642
2.4249999999999705,2.4299999999999704,0.0015679819668819412,-0.14136632953259085,0.09719005252630537
2.44999999999997,2.45499999999997,0.0012547104507678148,-0.1420408488035641,0.09875249239689794
2.4749999999999694,2.4799999999999693,0.0009320243697845099,-0.14248447490406013,0.09973082439493464
2.499999999999969,2.504999999999969,0.0006055797271123072,-0.14269557598268218,0.10012132918947508
2.5249999999999684,2.5299999999999683,0.00028106688240265985,-0.14267693608761847,0.09993088851713114
2.549999999999968,2.5549999999999677,3.592723669552536e-05,-0.14243578151776307,0.0991772456032284
2.5749999999999673,2.579999999999967,0.00033990370978289176,-0.14198367244875978,0.09788892272090752
2.599999999999967,2.6049999999999667,0.0006258138232830117,-0.1413362796293479,0.09610478692857563
2.6249999999999662,2.629999999999966,0.0008889538259726764,-0.14051287301491372,0.09387325780451904
2.6499999999999657,2.6549999999999656,0.0011251789454755168,-0.13953602620724292,0.09125110030884005
2.674999999999965,2.679999999999965,0.001330984312305449,-0.1384308007415934,0.08830204651987729
2.6999999999999647,2.7049999999999645,0.0015035853330235152,-0.13722411491107792,0.08509502319376967
2.724999999999964,2.729999999999964,0.001640975990809572,-0.13594399324479114,0.08170226912501623
2.7499999999999636,2.7549999999999635,0.0017419620186924552,-0.13461880378609575,0.0781973528747535
2.774999999999963,2.779999999999963,0.001806167509779663,-0.13327651680404157,0.07465320409720937
2.7999999999999625,2.8049999999999624,0.0018340151542009663,-0.13194401328765834,0.0711402406531049
2.824999999999962,2.829999999999962,0.0018266817864732994,-0.1306464737406445,0.06772467168881226
2.8499999999999615,2.8549999999999613,0.0017860322412566205,-0.1294068642311193,0.06446704077491545
2.874999999999961,2.879999999999961,0.0017145355306771326,-0.1282455322434956,0.0614210538477546
