# ===== Simulation Performance =====
# wall_clock_time,154.172554
# physics_time,16.005000
# real_time_factor,0.103812
# control_time,0.039025
# ==================================

time,sim_time,x_log,xd_log,task_error,u0,u1
0.0,0.005,"[0.24, 0.0, 0.24]","[0.19798989873223327, 0.0, 0.15514718625761428]",0.09468288445399207,0.0,0.0
0.025,0.030000000000000002,"[0.23993827295544334, 0.0, 0.23465512550184833]","[0.19742366992410598, 0.0, 0.15569160681577834]",0.0896812620015883,0.03142588934096626,0.02799781989904011
0.049999999999999996,0.05499999999999999,"[0.23937804981311311, 0.0, 0.22309178136844257]","[0.19683585115799968, 0.0, 0.15621400923949044]",0.07926206577766683,-0.052750627682332386,0.002123788971660686
0.075,0.08,"[0.23792391256669765, 0.0, 0.2091588591084441]","[0.19622666904923833, 0.0, 0.15671419213267193]",0.06700077022806492,-0.1287339387616437,-0.01326354874556514
0.10000000000000002,0.10500000000000002,"[0.23561638411014812, 0.0, 0.19527148037040443]","[0.1955963584491211, 0.0, 0.15719196266529603]",0.055241760675805086,-0.19187870043107844,-0.030278285686791747
0.12500000000000003,0.13000000000000003,"[0.23280066250389564, 0.0, 0.18280375426219977]","[0.19494516235438294, 0.0, 0.15764713664772761]",0.04545210997710147,-0.24167532510038017,-0.04214237149516669
0.15000000000000005,0.15500000000000005,"[0.22989128351643265, 0.0, 0.17236837826804835]","[0.19427333181351442, 0.0, 0.15807953860173185]",0.038377199253216955,-0.2787275671190801,-0.05188177015694712
0.17500000000000007,0.18000000000000008,"[0.22722070792035762, 0.0, 0.16409016978061358]","[0.1935811258299779, 0.0, 0.15848900182812437]",0.034102706133786326,-0.3049855745962084,-0.05843255439954027
0.2000000000000001,0.2050000000000001,"[0.22498362224741453, 0.0, 0.1578121518150619]","[0.1928688112623568, 0.0, 0.15887536847103678]",0.03213240598311192,-0.32257095611325093,-0.06294456757556696
0.22500000000000012,0.23000000000000012,"[0.22324800878918954, 0.0, 0.15324519014939544]","[0.1921366627214765, 0.0, 0.15923848957877357]",0.0316833630190229,-0.3336077940596132,-0.06560531459018101
