# ===== Simulation Performance =====
# wall_clock_time,183.805434
# physics_time,40.002000
# real_time_factor,0.217632
# control_time,0.007469
# ==================================

time,sim_time,x_log,xd_log,task_error,u0,u1,u2
0.0,0.002,"[1.7645352600151104e-06, 2.486319227125697e-16, 0.019619730003240746]","[0.22097086912079608, 0.0, 0.2997398089978586]",0.3567836933455403,-6.6351694673927e-11,-6.634758197179188e-11,-6.635889002860191e-11
0.01,0.012,"[0.012078128744876753, 5.119708610258938e-05, 0.019869411561536772]","[0.22080373787028987, 0.0, 0.2999058934195959]",0.3492661072840527,-0.7938540363010891,-5.9698435945063455,-6.17243682871665
0.020000000000000004,0.022000000000000006,"[0.04081179404700054, 0.0001843691162588638, 0.022422600572057805]","[0.2206355614405327, 0.0, 0.3000709293733779]",0.33079482432127044,-5.4551871732081585,-8.252681916285121,-8.487415443523155
0.030000000000000013,0.032000000000000015,"[0.0737073742668316, 0.0003576178174068714, 0.028669424044414766]","[0.22046634149135796, 0.0, 0.3002349152303666]",0.308684528854914,-11.030135302900293,-12.613214259217003,-12.800750928828664
0.04000000000000002,0.04200000000000002,"[0.10506168495790319, 0.0005194567098639567, 0.03792975111354921]","[0.2202960796928983, 0.0, 0.30039784937208774]",0.28665089947297906,-16.684035259992395,-17.46316290014404,-17.58192219840188
0.05000000000000003,0.05200000000000003,"[0.13220953585233894, 0.0006405688020414253, 0.04859255581110877]","[0.22012477772556888, 0.0, 0.300559730190447]",0.2668650540005688,-21.151381271932596,-21.464053219386972,-21.537169996427764
0.06000000000000004,0.06200000000000004,"[0.15456369492978125, 0.0007217576990305253, 0.059248676911253545]","[0.21995243728005104, 0.0, 0.30072055608774617]",0.2501696963929739,-23.912636087546705,-24.07204530967901,-24.116654821773228
0.07000000000000005,0.07200000000000005,"[0.1728003386949566, 0.0007730253460670096, 0.06924112459171376]","[0.2197790600572753, 0.0, 0.30088032547669863]",0.23635633525602484,-25.314485126070775,-25.50129333642853,-25.528241028917687
0.08000000000000006,0.08200000000000006,"[0.18795775123574535, 0.0008039764101093416, 0.07850261970298379]","[0.21960464776840488, 0.0, 0.3010390367804448]",0.2247768434779049,-25.884402500337572,-26.152618077601606,-26.169653600730186
0.09000000000000007,0.09200000000000007,"[0.20092744925399111, 0.0008221094051924603, 0.08719698892419422]","[0.21942920213481873, 0.0, 0.3011966884325684]",0.21479958592420928,-25.955357153794015,-26.295128383576614,-26.306930765414773
